site_id,name,latitude,longitude,operator,n_refill_points,max_power_kw,connector_types,type_of_site
VEMOQVJHAMQ6RNLG2KAU,PETRO UVE LAVADERO,36.911285,-6.0837336,PETRO UVE S.L,1,40.0,iec62196T2COMBO,openSpace
JN6XIVNDB9NVK1KIDMSB,Petrem Eco Moli,42.26667,2.9736338,PETREM DISTRIBUCIO SA,1,50.0,iec62196T2COMBO,openSpace
6I93NNS0EZPXLBAPEMIX,PARKING CENTRO,37.25845,-6.95736,ARSA INVERSIONES SAU,3,22.0,iec62196T2,openSpace
C2JBB8PHHIZSBOSJMKGB,ESTACION SERVICIO MIRALBUENO S.L,41.663418,-0.930423,ESTACION SERVICIO MIRALBUENO S.L,1,180.0,iec62196T2COMBO,onstreet
FUDJDVLFFSCCF8DFJXUN,E-A-Cox-005,38.151264,-0.88924,IBERDROLA CLIENTES S.A.U,2,17.4,iec62196T2,onstreet
RO8WLYZARUEN3F9ZEF24,A-BENIDORM-010,38.557034,-0.167166,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace
FXP2LBZCFNUG0BF5ZJK9,M-BoadillaDelMonte-031,40.40237,-3.89456,IBERDROLA CLIENTES S.A.U,2,60.0,iec62196T2COMBO,onstreet
2024006655,B-HospitaletdeLlobregat-003,41.35569,2.098309,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace
3DHZFESSFBF8YHGAKWOL,E-A-Orihuela-025,37.93353,-0.768477,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,
2024004802,AB-Albacete-014,39.009594,-1.877909,IBERDROLA CLIENTES S.A.U,2,150.0,iec62196T2COMBO,
E1QW7A56Q17KZWRQLC7E,E-VI-VitoriaGasteiz-030,42.850433,-2.677243,IBERDROLA CLIENTES S.A.U,6,7.4,iec62196T2,
48JHEMGO7EB896CNZBZL,E-A-Finestrat-007,38.536633,-0.180254,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,
2024006680,E-IB-SantJosepDeSaTalaia-002,38.902428,1.396398,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,
2024002187,AB-ALBACETE-013,39.00926,-1.876648,IBERDROLA CLIENTES S.A.U,10,22.0,iec62196T2,openSpace
2024004785,E-A-Orihuela-020,38.08453,-0.967868,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet
2024004931,A-ALTEA-005,38.630924,-0.001601,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,openSpace
2024004746,A-Almoradi-001,38.116444,-0.787877,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,onstreet
2024004799,AL-ELEJIDO-007,36.69964,-2.790667,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet
2024004798,E-A-Altea-010,38.574444,-0.07441,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,
2024006677,E-A-Elche/Elx-014,38.26081,-0.65899,IBERDROLA CLIENTES S.A.U,2,16.0,iec62196T2,
2024004987,E-BA-Badajoz-004,38.874916,-6.953651,IBERDROLA CLIENTES S.A.U,2,50.0,iec62196T2|iec62196T2COMBO,
2024000930,B-MontcadaiReixac-002,41.50852,2.187016,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
2024004730,A-Denia-006,38.36301,-0.465481,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
2024004795,E-A-Alcoy/Alcoi-015,38.684834,-0.489694,IBERDROLA CLIENTES S.A.U,2,22.0,domesticF|iec62196T2,onstreet
2024002066,B-Manresa-006,41.723625,1.848812,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace
2024002150,E-A-Castalla-001,38.59652,-0.667671,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet
2024004714,AL-Aguadulce-001,36.818264,-2.5976,IBERDROLA CLIENTES S.A.U,3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
2024002243,E-A-Orihuela-009,37.910774,-0.740454,IBERDROLA CLIENTES S.A.U,2,7.3,domesticF|iec62196T2,onstreet
2024002034,E-A-Orihuela-005,37.933033,-0.726847,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet
7MXNRZJ8FXNGD6RBSPMQ,A-Denia-002,38.845665,0.114363,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
H7VQOQGXWNMITD4MZAG1,B-PALAU-SOLITAIPLEGAMANS-002,41.589237,2.178051,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,openSpace
QSYTHQ94KIZ9LZRXPBC3,GI-PontDeMolins-003,42.31942,2.930903,IBERDROLA CLIENTES S.A.U,2,50.0,iec62196T2COMBO,onstreet
T3BK2XMJHZ8FHUU76I7F,TF-GuiaDeIsora-004,28.172018,-16.78626,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace
5YWUHEG7LYAVRMY9YU2N,E-L-Lleida-009,41.61359,0.633022,IBERDROLA CLIENTES S.A.U,4,3.8,iec62196T2,openSpace
180DLRPBO4XQ7CLCWF74,E-SE-Sevilla-037,37.39229,-5.9486,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,openSpace
2XMQUDSZEZGXF4VASDZE,Zona Bureau Vallée,41.228283,1.739604,"ELECSUM FOTOVOLTAICA, S.L.U.",4,22.0,iec62196T2,openSpace
BRWFRZXUPCTYJRWTV1OY,Alcazaba Vive Lagoon Restaurant,36.41467,-5.2251544,"Emovili Fast, S.L.",2,22.0,iec62196T2,onstreet
XDJ1NXTBXUHKPZ1WHZ5F,E.S. Buñuel,41.975437,-1.4400162,"Emovili Fast, S.L.",2,60.0,iec62196T2COMBO,onstreet
LPJYQQUFOF9NM33OCQIA,FAST Corhyund,37.90227,-4.72421,"Emovili Fast, S.L.",2,60.0,iec62196T2COMBO,onstreet
KDYDAPP0BKM2UGTOGETD,Club la Calzada,28.058247,-15.471996,"Emovili Fast, S.L.",4,7.4,iec62196T2,
8YI6DDECSZGBM081C2ZU,FAST Carlisto,40.923546,-4.1123247,"Emovili Fast, S.L.",2,180.0,iec62196T2COMBO,onstreet
DXSHHJAEKCMT6B9XTYL3,FAST Golf Valderrama,36.282524,-5.326921,"Emovili Fast, S.L.",6,22.0,iec62196T2,
6H5MGC76P36O7RNZBYXV,FAST Novomóvil Oleiros,43.32192,-8.31828,"Emovili Fast, S.L.",6,180.0,iec62196T2|iec62196T2COMBO,onstreet
YFTGIYQPT115I7QPNGG4,Ferrero Tennis Academy,38.667793,-0.9054229,"Emovili Fast, S.L.",6,22.0,iec62196T2,
QIXNVIOVTI4V10EGP79B,FAST Hotel Segovia Sierra de Guadarrama,40.775005,-4.2081513,"Emovili Fast, S.L.",5,30.0,iec62196T2|iec62196T2COMBO,inBuilding
4XYITSMUIZ32RLW9NJQ4,FAST La Vida Pádel,40.53685,-3.61523,"Emovili Fast, S.L.",4,22.0,iec62196T2,
XCO2D8UNGTRO1WYT5WKB,Flow Pádel Club,39.520065,-0.4648493,"Emovili Fast, S.L.",1,7.4,iec62196T2,
5SUKUA4XKX9RJQBHB1SD,Golf Terramar,41.227116,1.782161,"Emovili Fast, S.L.",6,22.0,iec62196T2,
EAOKECQEJ61CRRGRMKLI,Hyundai Almerialva,36.891556,-2.4456482,"Emovili Fast, S.L.",2,60.0,iec62196T2COMBO,onstreet
RQ9HYOEY1XX5ARZH2UMZ,Hyundai Guadalete,36.70885,-6.114385,"Emovili Fast, S.L.",2,60.0,iec62196T2COMBO,onstreet
OMKV96TAQWVCNP7CU7D7,Hyundai Hyupersa,41.629597,-4.7360234,"Emovili Fast, S.L.",2,60.0,iec62196T2COMBO,onstreet
EEZZ5VSUZZXZ60PY0WVG,Golf Park,40.517986,-3.659475,"Emovili Fast, S.L.",12,22.0,iec62196T2,
FPFPKNXIA5LPQGDO68IK,Ilunion Alcora,37.370434,-6.033199,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
5ZQZONUGBOQ1IHZB2YJU,Ilunion Badajoz,38.882553,-6.881839,"Emovili Fast, S.L.",4,22.0,iec62196T2,inBuilding
TELCDPXYGAGXK8IN3IQF,Ilunion Barcelona,41.399094,2.202111,"Emovili Fast, S.L.",2,3.7,iec62196T2,inBuilding
CQMA5BKUFOFEKRHUQJRC,Ilunion Atrium,40.447998,-3.655426,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
IESEV6PSWDHIDXB8P8DL,Ilunion Bel Art,41.410164,2.1695323,"Emovili Fast, S.L.",2,3.7,iec62196T2,inBuilding
E7NHVENCXXRXOINKM4VG,Ilunion Bilbao,43.26402,-2.944523,"Emovili Fast, S.L.",2,22.0,iec62196T2,inBuilding
3Q7GC8QO7UXI9WXDLSZQ,Ilunion Calas de Conil,36.30739,-6.1489434,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
0OYRFVOWP6OCTEDCGVOJ,Ilunion Caleta Park,41.788246,3.044417,"Emovili Fast, S.L.",2,22.0,iec62196T2,inBuilding
443WEDSSD5IKJZKHWLRD,Ilunion Fuengirola,36.55357,-4.613045,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
HDBHJWVIIWQILFIFLRMV,Ilunion Menorca,39.9426,3.9572399,"Emovili Fast, S.L.",2,22.0,iec62196T2,inBuilding
UDMY5YOJM8GM38O0B9GH,Ilunion Islantilla,37.20617,-7.2350235,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
V3TWAZ3NUNXPVLY0HOEF,Ilunion Les Corts,41.37769,2.1136103,"Emovili Fast, S.L.",6,3.7,iec62196T2,inBuilding
9QODVYMWAGES0OZLKYUD,Ilunion Málaga,36.710575,-4.42736,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
21N6W2RZTCJH4TG0FQXE,Ilunion San Sebastián,43.314106,-2.004313,"Emovili Fast, S.L.",2,22.0,iec62196T2,inBuilding
CFVDL4DT3H6XK35C2UHZ,Ilunion Pio XII,40.46893,-3.6740122,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
GR1YKGHFKWRSED9WQIUP,Ilunion Sancti Petri,36.339813,-6.150579,"Emovili Fast, S.L.",6,22.0,iec62196T2,inBuilding
MW3HA1PDMN4SQLEUXRCV,Ilunion Valencia 3,39.491634,-0.3982417,"Emovili Fast, S.L.",4,22.0,iec62196T2,inBuilding
DGITH7CDIZYW4JPR0PHH,Ilunion Valencia 4,39.491264,-0.3979878,"Emovili Fast, S.L.",4,22.0,iec62196T2,inBuilding
LICEGOZBELD2YKU5OER3,Indie Padel,40.38637,-3.624714,"Emovili Fast, S.L.",2,22.0,iec62196T2,
VNOLEOYYMHGQRUZS0M4D,Mad4Padel,40.46038,-3.80314,"Emovili Fast, S.L.",3,22.0,iec62196T2,inBuilding
70MZYMSBQ3CXY9CY6GLY,NAR Natural Art Reef,41.133545,1.400986,"Emovili Fast, S.L.",2,22.0,iec62196T2,onstreet
KLBAULZTJAOG5YDHJTJ8,La Galiana Golf Resort,39.081516,-0.3543698,"Emovili Fast, S.L.",8,7.4,iec62196T2,
0PFUPMSTQ74LBP7PRKVW,RACE,40.623444,-3.6048968,"Emovili Fast, S.L.",4,22.0,iec62196T2,
LL76KOMWLXK6BHDVCBFD,Real Club de Golf de Tenerife,28.4872,-16.379354,"Emovili Fast, S.L.",2,22.0,iec62196T2,
5P2DIQUGEIL6CZKSGU9I,Real Club Náutico de Barcelona,41.376545,2.1844053,"Emovili Fast, S.L.",3,7.4,iec62196T2,
KQJTQGHJ2VD2CGEUTMVT,Real Club Sevilla Golf,37.352978,-5.919048,"Emovili Fast, S.L.",6,22.0,iec62196T2,
8G5SGYHV5R0KZSLBAFO9,Real Golf Club de San Sebastián,43.33771,-1.8269306,"Emovili Fast, S.L.",2,7.4,iec62196T2,
F0YXQNAKIZSOUWLG2R8P,Sungrow Pamplona,42.816692,-1.7082847,"Emovili Fast, S.L.",3,100.0,iec62196T2COMBO,
PE2TGETFVRON0WMCZSIU,VP Plaza España Design,40.422813,-3.7115445,"Emovili Fast, S.L.",8,7.4,iec62196T2,inBuilding
GS0G23SEVODCESCJJXL8,COSTCO SEVILLA CENTRO COMERCIAL,37.43349,-5.9709344,COSTCO WHOLESALE SPAIN SLU,9,7.4,iec60309x2single16,inBuilding
1ST9LXXEE8BAMPXXTFRW,LAG OLEIROS SLU,43.328884,-8.366269,LAG OLEIROS SLU,1,42.0,chademo,openSpace
9AGAJ4CJBOKUZETB69ST,BP GUAZA (Explotaciones Industriales Sur de Tfe SL,28.045837,-16.677912,Explotaciones IOndustriales Sur de Tenerife SL,1,100.0,iec62196T2COMBO,openSpace
79RJ9LV07ABCVHN7Y4CK,ESTACION DE SERVICIO LAPIDO,42.86431,-8.629311,ESTACION DE SERVICIO LAPIDO SLU,1,42.0,chademo,openSpace
CGJ6GUQEWNSCELYU0QXS,CARREFOUR SAN FERNANDO DE HENARES,40.44953,-3.527738,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
MB4GMZPX4V9VWQONHHXS,Alcobendas - Calle Calabozos,40.53064,-3.65194,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,onstreet
QY06175Q7MPJ5PVKIP63,Alcobendas - P.º de la Chopera,40.545616,-3.659228,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,
2UYRD9IZYTD6NNABSHTO,Alcobendas - Avda. Doctor Severo Ochoa,40.542156,-3.652058,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,onstreet
PVX3EINERZIG1BK7DMRZ,Iberdoex - Salvaleón,38.52,-6.784284,CHARGING TOGETHER SL,2,60.0,iec62196T2COMBO,onstreet
MPFI9HHDSWEVLQK0EUQ6,Estación bp Arenys de Mar,41.575314,2.542288,CHARGING TOGETHER SL,2,150.0,chademo|iec62196T2COMBO,onstreet
NSASYWZBVX2NTOXGFYDP,Inturasa Pérez Rumbao-Ourense,42.287685,-7.860525,CHARGING TOGETHER SL,4,300.0,iec62196T2COMBO,openSpace
CV4C6PZS3LZUI9OATFOB,Alcobendas - Plaza de la Moraleja,40.515896,-3.651399,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,onstreet
TPINGQNXCHLWDR2OTKGJ,Estación bonÁrea - Caspe,41.233006,-0.05824,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
2YLUPQVP4YSPKS3J4NO0,"Alcobendas - C. de la Constitución, 106",40.547207,-3.645207,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,onstreet
S41HHXNVTOZ5LZTAIKSU,Estación bp Mazarrón Park,37.57301,-1.26922,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
ZGJ0TZ4NEXFRDQZOIDVQ,Hotel Las Talliscas,40.02414,-6.595197,CHARGING TOGETHER SL,2,120.0,iec62196T2COMBO,openSpace
FFCF5RCKJQKM7SPCH4CW,Estación bonÁrea - Tora,41.807613,1.403006,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
DZHNYET6OBCXTJXGMGF8,Estación bonÁrea - Ponts,41.906887,1.193059,CHARGING TOGETHER SL,2,150.0,iec62196T2COMBO,onstreet
XP2XXYHN0WLAZ0BLSCZD,Estación bp Rally Moll,42.25562,3.182341,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
9OU5EIJFNFHPNWMXWBE8,Estación bp Faro de Cullera,39.1727,-0.2612,CHARGING TOGETHER SL,2,150.0,chademo|iec62196T2COMBO,onstreet
NBTQA1KWMOSR8EJQ1GZO,"Carrer Hort de Ses Ànimes, 23 - Llevant",39.567226,2.685264,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
IXTX6KRQ4NQALKI4FUVL,Hiperber Distribución y Logística - Novelda,38.382263,-0.760926,CHARGING TOGETHER SL,2,100.0,chademo|iec62196T2COMBO,openSpace
HXRHY27ZPOLVJTX1HTBS,Parking interior Puerto Portals,39.53245,2.56985,CHARGING TOGETHER SL,4,50.0,iec62196T2COMBO,
VXLREBJWOOUTEHDGLBAI,Puerto Portals - Torre Capitanía,39.530163,2.565452,CHARGING TOGETHER SL,6,50.0,iec62196T2COMBO,openSpace
Y24USFOI7R3GTSLAFUHM,Momo Oil Miajadas,39.1406,-5.92096,CHARGING TOGETHER SL,2,100.0,iec62196T2COMBO,onstreet
Q5PFHUSAKY58NCL15R4E,Muebles La Factoria - Asturias,43.383102,-5.748537,Punto Recargas SL,4,100.0,chademo|iec62196T2COMBO,onstreet
INIXR4JLNQ1JTCDTWRKV,Ibis Budget - Valencia Alcasser,39.36511,-0.430242,Punto Recargas SL,5,80.0,chademo|iec62196T2COMBO,onstreet
RLWD3ELHW6SDAVSHPM21,Alcampo - Vilagarcía de Arousa,42.594414,-8.755006,Punto Recargas SL,6,90.0,chademo|iec62196T2COMBO,onstreet
WDH9RS1C1GWUDZFKCADS,Supermercado Saladar - Xàbia,38.760918,0.199232,Punto Recargas SL,3,50.0,iec62196T2|iec62196T2COMBO,onstreet
NHXXQFIZHBNSCEFXMUQA,Centro Comercial Ruta de la Plata - Cáceres,39.468914,-6.390872,Punto Recargas SL,18,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet
M2FDJGN6TGIDIR3EPZJY,Ibis Barcelona - Aeropuerto Viladecans,41.321274,2.029129,Punto Recargas SL,6,50.0,chademo|iec62196T2COMBO,onstreet
H2WBDVLC32TBF1WJMNY6,Twelve Pádel Zenter - Vigo,42.212193,-8.710245,Punto Recargas SL,3,50.0,iec62196T2|iec62196T2COMBO,onstreet
O8DRHJI2DZDX4RLXXUDY,Galp - El Astillero,43.404575,-3.835361,Punto Recargas SL,2,120.0,chademo|iec62196T2COMBO,onstreet
76BZZQBZGN7Z4FSYENNE,Parque Comercial Arroyomolinos - Av. de Francia,40.281834,-3.922469,Punto Recargas SL,4,100.0,chademo|iec62196T2COMBO,onstreet
MQXTJEHHEETOHTFIXDQF,Centro Comercial Parque Santiago 5,28.055458,-16.73208,Punto Recargas SL,7,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet
NVPEIQGJCOHNVWDZKEQ8,Cash Borosa - Roquetas de Mar,36.77097,-2.613533,Punto Recargas SL,4,80.0,chademo|iec62196T2COMBO,onstreet
4FMZLHQY3Y5WEQGQTCSZ,Parque Comercial Jaca,42.577766,-0.529058,Punto Recargas SL,4,100.0,chademo|iec62196T2COMBO,onstreet
CISFYXOLBLUWVFEWDRG5,Centro Comercial L'Aljub - Elche,38.264095,-0.721607,Punto Recargas SL,46,120.0,chademo|iec62196T2|iec62196T2COMBO,onstreet
FISIKE0QPUV6VYW6WQQY,"Repsol ES, SALAS GESTIÓN DE CARBURANTES SAN",40.380363,-3.59776,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
MFXV73HMUDLTTE39GHEC,"Repsol ES, GVP ARROYOMOLINO",40.302162,-3.922616,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
DH3M2Z5GMQMMMOU8T7SR,"Mercadona, Carrequemada, Burgos",41.671883,-3.682322,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace
GNCBR8XX3OYEJOKLXOIO,"Repsol ES, Bazarra S.L.",42.966038,-9.193553,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
UGKOJ4NCN8RVCQVNSUCO,"Repsol ES, CRED Calella",41.612648,2.652129,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
DMLQOCUBWNW43SNXYMM1,"Repsol ES, Petronalca S.L.",43.219044,-2.408673,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
ERXA9ZJL4PLTZWVAVHWJ,"Mercadona, Labrador, Las Palmas",27.98148,-15.385798,REPSOL SOLUCIONES ENERGÉTICAS SA,6,22.17,iec62196T2,openSpace
RQ9JGT4VIDWSPM9E99G1,"Mercadona, Av. de las Palmeras, Málaga",36.591106,-4.535314,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace
OKEPNVSKUX5BS6NAXF2D,"Repsol ES, Maset S.A",42.31657,3.063787,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
YM3RVGYBJCGXWU45A4NQ,"Repsol ES, Romeu-Reixach S.L.",41.952583,2.277876,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
V22XCCDM4JXK8SWQ5XZB,"Repsol ES, Gasolinera el Jardín, S.L.",43.538563,-7.054475,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
9IFTOVCNVTCGHQBPN4PY,"Repsol ES, EDUARDO ANTONIO CRUZ ESCOBOSA",36.841564,-2.945649,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
SO0WOWTYM38YJR9CDUAY,"Repsol ES, CRED PUENTE SAN FDO. II",40.44985,-3.523931,REPSOL SOLUCIONES ENERGÉTICAS SA,2,172.0,iec62196T2COMBO,openSpace
NZ6KXZSJAEPEX0R6MAJG,"Mercadona, Rubio I Ors, Barcelona",41.532803,2.116693,REPSOL SOLUCIONES ENERGÉTICAS SA,2,7.4,iec62196T2,openSpace
0JYUB8FT81O3YHHN0JRE,"Repsol ES, PORTAL ALAGON MI",41.761143,-1.149449,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
XIGMFF5WVSU4QGDVMJFS,"Repsol ES, Esecisa",40.48332,-3.705299,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
U1AW5HXC77HRKDWDCGNK,"Mercadona, C. del Padre Melchor Prieto, Burgos",42.347374,-3.699332,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace
7JJQN3BSRUOIMOM23X3C,"Repsol ES, CASABLANCA-ARAGÓN",41.640594,-0.756763,REPSOL SOLUCIONES ENERGÉTICAS SA,1,35.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
CMCHZOIT4ZY1CDO1OXW6,"Repsol ES, CRED DANTXARINEA",43.290203,-1.505163,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
ZORXDNHMDJEFKM5OI0J4,"Repsol ES, CRED AREA 280 DIR. ZARAGOZA",41.516342,-1.287987,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
ZNVQXWG9YGFRVPVVSDEQ,"Repsol ES, MORRO JABLE",28.05003,-14.358282,REPSOL SOLUCIONES ENERGÉTICAS SA,2,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
0F0PWIC2MPKGPOV75ZPX,"Repsol ES,  GPV SIETE PALMAS 146",28.096594,-15.456726,REPSOL SOLUCIONES ENERGÉTICAS SA,1,20.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
CLUE0LUVSMHCGIOGIQ6O,"Mercadona, Los gallos, Cadiz",36.40058,-6.167905,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace
ICBOQVYRCVF6TVG82BTA,"Repsol ES,  ES ENERGIA DEL BAIX LLOBREGAT SL.",41.49002,1.912936,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
ZPR67WNEFKD7JVP4ME7D,"Repsol ES, Pérez Santiago, S.L.",40.937485,-6.710694,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
LLTTQOLRFLFOIUCERMAK,"Repsol ES, CRED MORA M.D",39.6932,-3.835679,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
T3KV6BQ2X0DC3LIVYS3E,"Mercadona, Azuqueca de Henares, Guadalajara",40.635914,-3.225041,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace
6U7XDEDVN7AFCETBV7AB,"Repsol ES, CRED LAS PEDRIZAS M.I",36.917213,-4.439115,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
MX5LTAAQNI2X1IU3UBRB,"Mercadona, Es Cos de Gracia, Islas Baleares",39.884815,4.263815,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace
SBSYXQUVXYB62UQEHNR5,"Repsol ES, CRED LAS PEDRIZAS M.D",36.91815,-4.440617,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
YAIWOU2FY1OTGUWQYB91,"Repsol ES, GPV TORREMOLINOS 113",36.60868,-4.514325,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
GTVNTDENZZGB1U8WR42N,"Repsol ES,  CRED Pº MARITIMO HUELVA",37.267418,-6.958214,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
TZM2MLHI1JHCWG9HKPZR,"Repsol ES, GLEM S.L. CASTALLA 2",38.578075,-0.65521,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
ZCNTIB1RC10UHQAQ9NIT,"Mercadona, Samil, Islas Baleares",39.53013,2.737233,REPSOL SOLUCIONES ENERGÉTICAS SA,2,22.17,iec62196T2,openSpace
LLNIDHGG0I3ETES62KS1,"Repsol ES, HERMANOS BELLIDO ORTEGA S.L.",37.59296,-4.481335,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
RHUDDFC3UEZPZFY3PEYW,"Repsol ES, ALZ BUÑOL",39.44505,-0.755248,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
2GRI8YHFK33PDZF2JQ4S,"Repsol ES, CRED SANSE AUTOVIA",40.545822,-3.606491,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
1I8WXDRWHRSYZHLW9CIR,"Repsol ES, IGUAL BUSTAMANTE",40.190617,-0.656822,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
SPSSEDJG5XSR2UXVFLP1,"Repsol ES, CATALAN PALANQUES DIANA",40.037952,-0.151245,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
GNP1SPPETI1ZM8EB7GBC,"Repsol ES, CRED BIDEBIETA",43.300804,-2.002389,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace
