Carretera,Tipo_de_via,length_m,nearest_station_m,has_gap
A-30,Autopista libre\Autovía,23496.507476594164,5105.67183018611,False
A-30,Autopista libre\Autovía,0.8220718826488445,656.806558752548,False
A-30,Autopista libre\Autovía,2705.4130217654565,430.1744882953873,False
A-30,Autopista libre\Autovía,1.9712622068023282,1737.6791514300933,False
A-30,Autopista libre\Autovía,54553.467340793606,4083.7058977522956,False
A-31,Autopista libre\Autovía,32479.34310947917,3079.604800474654,False
A-31,Autopista libre\Autovía,41339.95954635421,644.0891844700122,False
A-31,Autopista libre\Autovía,6268.228419579112,1151.3632869091305,False
A-31,Autopista libre\Autovía,76418.42316846747,8701.22827711547,False
A-31,Autopista libre\Autovía,68526.9465732382,4918.949745703795,False
A-31,Autopista libre\Autovía,10945.916681483402,2600.2768835443735,False
A-31,Autopista libre\Autovía,4096.573502087615,934.4124275694666,False
A-32,Autopista libre\Autovía,47082.849028299446,10530.175753768213,False
A-32,Autopista libre\Autovía,31728.97410537231,1079.957853434415,False
A-32,Autopista libre\Autovía,10443.016453084818,5114.429405863573,False
A-33,Autopista libre\Autovía,92102.25361378927,11508.16048791727,False
A-35,Autopista libre\Autovía,421.4268480054028,1059.0063908655377,False
A-35,Autopista libre\Autovía,44302.511713837615,2897.9814198020376,False
A-35,Autopista libre\Autovía,753.7496013861519,8612.31816852365,False
A-38,Autopista libre\Autovía,24330.908453807624,563.6607725980055,False
A-38,Autopista libre\Autovía,2967.9148920841853,2333.615045748976,False
A-4,Autopista libre\Autovía,3743.3214503426207,1254.5081861887954,False
A-4,Autopista libre\Autovía,38679.47599171124,1554.415797743686,False
A-4,Autopista libre\Autovía,21157.470166741263,1867.3859949260166,False
A-4,Autopista libre\Autovía,54806.83017073063,351.3894959429016,False
A-4,Autopista libre\Autovía,49483.98681183251,1080.387429727209,False
A-4,Autopista libre\Autovía,116591.50207693626,4023.0872423474502,False
A-4,Autopista libre\Autovía,107825.61590126948,1166.8928266229875,False
A-4,Autopista libre\Autovía,127292.99506083716,13530.78659175952,False
A-4,Autopista libre\Autovía,13613.44753370663,2234.9217424645562,False
A-4,Autopista libre\Autovía,204.41030834139008,6293.111437829978,False
A-4,Autopista libre\Autovía,306.57495142349654,6094.547201003979,False
A-4,Autopista libre\Autovía,7675.263317181599,2403.155386893707,False
A-4,Autopista libre\Autovía,489.0329228704099,5554.755721268737,False
A-4,Autopista libre\Autovía,3124.6773867739976,3756.492598709567,False
A-4,Autopista libre\Autovía,38396.040995653966,2684.878656866371,False
A-40,Autopista libre\Autovía,28502.686631126882,1369.4049993355543,False
A-40,Autopista libre\Autovía,22121.397255440977,1503.365024506798,False
A-40,Autopista libre\Autovía,49352.445226284304,11556.763312174638,False
A-40,Autopista libre\Autovía,80025.7677881487,20711.28593254307,False
A-41,Autopista libre\Autovía,2481.8492582243575,434.789261110983,False
A-41,Autopista libre\Autovía,34419.7995690921,13554.526955062447,False
A-42,Autopista libre\Autovía,73134.81916375237,2001.479851859601,False
A-43,Autopista libre\Autovía,50473.25657699824,22293.995435433386,False
A-43,Autopista libre\Autovía,40017.59430301476,16159.324828224058,False
A-43,Autopista libre\Autovía,55283.15530743203,27114.230663275026,False
A-43,Autopista libre\Autovía,28359.543119432135,8460.257650856953,False
A-44,Autopista libre\Autovía,4451.679798066373,3297.878963313187,False
A-44,Autopista libre\Autovía,33667.00442471375,2802.6198767862566,False
A-44,Autopista libre\Autovía,78228.2500485312,2555.5609012552404,False
A-44,Autopista libre\Autovía,26310.343083774973,4917.790783297069,False
A-44,Autopista libre\Autovía,1.2123680273060313,1556.4562032192423,False
A-44,Autopista libre\Autovía,41791.24307960375,5529.045049275425,False
A-45,Autopista libre\Autovía,98617.86464961484,3696.8355335532856,False
A-45,Autopista libre\Autovía,15652.303332273972,4084.2327788930534,False
A-45,Autopista libre\Autovía,27972.114779439442,3459.367445861245,False
A-45,Multicarril,50.05765025503279,752.8561021385013,False
A-45,Multicarril,400.2817561746346,564.0173960474993,False
A-48,Autopista libre\Autovía,37084.109778528444,17031.64622298514,False
A-49,Autopista libre\Autovía,87766.49900752468,3952.9004202937595,False
A-49,Autopista libre\Autovía,45137.73641555344,1907.0637656043284,False
A-4A,Autopista libre\Autovía,3112.847945252267,1518.8795109658943,False
A-4R2,Multicarril,1473.1293217869897,690.3554737647157,False
A-5,Autopista libre\Autovía,314.95118380546904,2007.803376309762,False
A-5,Autopista libre\Autovía,5996.0763611066595,397.1741087489389,False
A-5,Autopista libre\Autovía,18688.742708197162,1655.6713937600962,False
A-5,Autopista libre\Autovía,40590.208484035626,6715.058774091879,False
A-5,Autopista libre\Autovía,112920.0645201793,10921.410515773101,False
A-5,Autopista libre\Autovía,57241.75891815767,10949.78307558672,False
A-5,Autopista libre\Autovía,66712.87197815425,25030.238173324076,False
A-5,Autopista libre\Autovía,23751.6286496389,2659.8677133128645,False
A-5,Autopista libre\Autovía,4137.389931470699,210.99337944428015,False
