Carretera,Tipo_de_via,n_segments,total_length_m,mean_segment_length_m,mean_nearest_station_m,max_nearest_station_m,n_gaps,gap_ratio,n_stations,total_refill_points,mean_max_power_kw,max_max_power_kw,mean_lat,mean_lon,n_operators,has_chademo,has_ccs,nearest_grid_dist_deg,grid_capacity_occupied_mw,grid_capacity_pending_mw,max_voltage_kv,comunidad_autonoma,provincia,ev_fleet_2027,ev_registrations_2026,ev_registrations_2027,ev_growth_rate,road_type_rank,stations_per_100km,refill_points_per_100km,needs_more_stations
AP-7N,Autopista libre\Autovía,6,368991.0586435608,61498.5097739268,4970.718352716238,8712.377864643517,0,0.0,31,99,101.70967741935483,350.0,39.30501777419355,0.02509675161290323,13,True,True,1.067717185062589,5.49,0.0,20.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,4,8.401287585113407,26.829918416975072,0
AP-7N,Autopista peaje,11,479738.6790096302,43612.60718269366,3635.347774944984,12532.955152872848,0,0.0,77,242,70.85623376623377,350.0,40.98310007792208,1.7705077038961037,16,True,True,0.2515809740350273,69.77,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,3,16.050404807667032,50.44412939552495,0
AP-7R,Autopista peaje,1,2117.6975581365514,2117.6975581365514,6059.86326444398,6059.86326444398,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,3,0.0,0.0,1
AP-7S,Autopista peaje,5,90062.22450337403,18012.444900674807,3104.503662057194,4269.02398987149,0,0.0,3,4,27.333333333333332,30.0,36.546675666666665,-4.760377133333333,2,True,True,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0
AP-8,Autopista peaje,7,120631.13637146923,17233.01948163846,1827.8782774838999,5138.764766181395,0,0.0,31,99,73.5058064516129,250.0,43.283830290322584,-2.2610737806451615,10,True,True,1.320744550704196,1.61,0.0,30.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,3,25.698174561283405,82.06836392151797,0
AP-9,Autopista peaje,7,175425.1844938943,25060.740641984903,5070.6027805885,15969.04283167131,0,0.0,3,18,51.0,120.0,42.747467666666665,-8.549107666666666,3,False,True,0.9633329842669276,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,3,1.7101307367326242,10.260784420395746,0
AP-9F,Autopista peaje,1,36205.189471909005,36205.189471909005,6431.882258477736,6431.882258477736,0,0.0,1,3,50.0,50.0,43.449886,-8.170064,1,True,True,0.27757093076569594,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,3,2.7620349861057436,8.28610495831723,0
AP-9V,Autopista peaje,1,4682.335573712996,4682.335573712996,1268.499072281421,1268.499072281421,0,0.0,5,13,22.386,50.0,42.2384906,-8.709423,4,True,True,1.4631646965052225,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,3,106.78431567507458,277.6392207551939,0
AS-392,Autopista libre\Autovía,1,1786.8745893326031,1786.8745893326031,258.1291616122909,258.1291616122909,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
AV-20,Autopista libre\Autovía,2,10444.512200315505,5222.256100157752,1472.445850566275,1698.185005090245,0,0.0,1,26,400.0,400.0,40.669743,-4.661704,1,True,True,1.3462843618678224,0.0,0.0,132.0,11 - Extremadura,Badajoz,327883,76108,88118,1.1578020707415777,4,9.574405973404792,248.9345553085246,0
B-10,Autopista libre\Autovía,2,20204.883224273202,10102.441612136601,876.6348002820666,927.9664129792008,0,0.0,68,394,20.440735294117648,60.0,41.39401282352941,2.193381155882353,12,True,True,0.009353824364686118,149.97,0.0,25.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,336.5523039415936,1950.0236434262922,0
B-20,Autopista libre\Autovía,6,29267.32019055487,4877.886698425812,691.9924457616771,1209.681295682013,0,0.0,63,217,36.17857142857143,300.0,41.413950904761904,2.146467449206349,13,True,True,0.012037070439378175,55.13,1.19,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,215.2571523112366,741.4413024053706,0
B-22,Autopista libre\Autovía,2,4755.420287520781,2377.7101437603906,1608.3949219116403,2224.4329293169408,0,0.0,1,4,96.0,96.0,41.31815,2.07482,1,False,True,0.028924938651291428,60.05,0.0,25.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,21.02863552616389,84.11454210465556,0
B-23,Autopista libre\Autovía,2,11045.515211455642,5522.757605727821,220.24942444759307,294.9618603992429,0,0.0,13,34,40.107692307692304,96.0,41.38292930769231,2.066149053846154,6,True,True,0.016248206892869495,153.88,20.9,66.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,117.69482682453148,307.81723938723616,0
B-23,Autopista peaje,3,4472.687152583355,1490.8957175277849,276.395806174858,332.82924155784764,0,0.0,2,5,28.7,50.0,41.4247055,2.0088514999999996,2,True,True,0.026541007454862653,80.74,0.0,25.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,3,44.71584825343375,111.78962063358438,0
B-24,Autopista libre\Autovía,1,8764.046745484995,8764.046745484995,1626.5622255224268,1626.5622255224268,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
B-30,Autopista libre\Autovía,1,11593.154817172865,11593.154817172865,305.66639244576663,305.66639244576663,0,0.0,9,43,63.063333333333325,200.0,41.49207888888889,2.080645222222222,6,True,True,0.006633846550148562,72.05,0.95,25.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,77.63201770296692,370.9085290252864,0
B-40,Autopista libre\Autovía,1,14431.203469862514,14431.203469862514,1541.9167774168209,1541.9167774168209,0,0.0,2,4,150.0,150.0,41.5628275,1.9792555,2,False,True,0.03323742447122491,58.53,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,13.85885802370337,27.71771604740674,0
BA-20,Multicarril,1,7806.104916077336,7806.104916077336,344.5827856477697,344.5827856477697,0,0.0,11,25,56.18181818181818,150.0,38.87514072727273,-6.9626815454545445,5,True,True,0.030623528840251216,43.34,0.0,66.0,11 - Extremadura,Badajoz,327883,76108,88118,1.1578020707415777,2,140.9153491819533,320.262157231712,0
BI-10,Autopista libre\Autovía,2,11079.157447910531,5539.578723955266,458.01921292548315,800.0076580818524,0,0.0,15,68,46.97533333333333,250.0,43.276120266666666,-2.9816214266666665,6,True,True,1.5045862604505669,1.61,0.0,30.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,4,135.38935673153483,613.7650838496246,0
BI-30,Autopista libre\Autovía,1,10551.859458146546,10551.859458146546,3201.7190058314363,3201.7190058314363,0,0.0,1,4,7.4,7.4,43.28011,-2.8698,1,False,False,1.456861382189795,1.61,0.0,30.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,4,9.477002645519049,37.908010582076194,0
BI-30,Multicarril,1,9962.256514437153,9962.256514437153,3527.626703170896,3527.626703170896,0,0.0,3,27,18.47666666666667,22.17,43.28856199999999,-2.988613666666667,1,False,False,1.5188581735344169,1.61,0.0,30.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,2,30.113659447058456,271.0229350235261,0
BU-11,Multicarril,1,4565.929527966643,4565.929527966643,533.1284534415547,533.1284534415547,0,0.0,5,13,116.4,180.0,42.330825600000004,-3.6979100000000003,4,True,True,1.3402570517445584,7.19,0.0,45.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,2,109.50672736788083,284.71749115649015,0
BU-11R,Multicarril,1,702.8418344756296,702.8418344756296,896.444722261009,896.444722261009,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
BU-30,Autopista libre\Autovía,4,25703.238824495464,6425.809706123866,2395.808843934665,3946.168321264424,0,0.0,2,8,100.0,100.0,42.306169999999995,-3.7315845000000003,2,True,True,1.3582783794049633,7.19,0.0,45.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,4,7.781120557048159,31.124482228192637,0
BU-30R,Autopista libre\Autovía,1,1615.83704869964,1615.83704869964,1909.2276496915408,1909.2276496915408,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
C-16,Autopista libre\Autovía,1,50811.934871762045,50811.934871762045,4623.715395413768,4623.715395413768,0,0.0,13,42,81.36153846153846,350.0,41.93647869230769,1.8771803076923077,6,True,True,0.11745958485967575,62.63,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,25.584540389593688,82.65774587407192,0
C-16,Autopista peaje,3,71215.39774728345,23738.46591576115,5141.9436125794855,10146.285734169309,0,0.0,10,25,118.397,350.0,41.7733523,1.95973446,5,True,True,0.02551897652984542,59.31,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,3,14.041907110434492,35.104767776086234,0
C-17,Autopista libre\Autovía,1,1613.8127593844142,1613.8127593844142,29320.53178232872,29320.53178232872,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
C-25,Autopista libre\Autovía,5,148727.24275908014,29745.44855181603,8447.85656932111,15032.78965188662,0,0.0,8,17,68.0,150.0,41.75773575,1.7905092,5,True,True,0.035336455530509084,79.39,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,5.378974188985011,11.430320151593149,0
C-31,Autopista libre\Autovía,4,12932.836674115293,3233.2091685288233,684.1399498910262,1109.6273849450602,0,0.0,7,16,64.91428571428571,150.0,41.32388085714285,2.0819802857142857,6,True,True,0.02339500400264266,60.05,0.0,25.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,54.12578985096364,123.7160910879169,0
C-33,Autopista peaje,1,12499.785402003006,12499.785402003006,1831.796454228459,1831.796454228459,0,0.0,9,23,71.44444444444444,300.0,41.51247166666667,2.2017664444444445,5,True,True,0.016442273988483386,66.69,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,3,72.00123610568394,184.00315893674787,0
C-58,Autopista libre\Autovía,2,21833.101150191094,10916.550575095547,1151.8086422180204,1321.2261152452827,0,0.0,22,85,43.68181818181818,150.0,41.52389340909091,2.086253545454545,6,True,True,0.03717306615292952,137.98,0.62,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,100.76443034207921,389.3171172307606,0
CA-31,Multicarril,1,2131.728887751926,2131.728887751926,3108.420370923172,3108.420370923172,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
CA-32,Autopista libre\Autovía,1,2509.791277619798,2509.791277619798,1715.322981316702,1715.322981316702,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
CA-32,Multicarril,2,2525.8877391713886,1262.9438695856943,2166.7321657310677,4004.801990424645,0,0.0,1,2,22.17,22.17,36.532104,-6.199436,1,False,False,0.0256537382471166,12.14,7.22,66.0,01 - Andalucía,Cádiz,327883,76108,88118,1.1578020707415777,2,39.590041334459606,79.18008266891921,0
CA-33,Autopista libre\Autovía,1,5611.230731328317,5611.230731328317,897.9993994716565,897.9993994716565,0,0.0,4,8,38.265,60.0,36.47477825,-6.201905875,4,True,True,0.009548043529829946,22.98,0.0,66.0,01 - Andalucía,Cádiz,327883,76108,88118,1.1578020707415777,4,71.28560901385535,142.5712180277107,0
CA-33,Multicarril,1,7340.8839071640605,7340.8839071640605,1671.4572932417582,1671.4572932417582,0,0.0,3,3,32.0,60.0,36.476137333333334,-6.248159666666666,3,True,True,0.023448675174379697,5.29,0.0,66.0,01 - Andalucía,Cádiz,327883,76108,88118,1.1578020707415777,2,40.86701326351535,40.86701326351535,0
CA-34,Multicarril,1,2825.632665353468,2825.632665353468,2262.888717519497,2262.888717519497,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
CA-35,Autopista libre\Autovía,2,7108.114563053897,3554.0572815269484,1682.330900581303,2117.2052619468136,0,0.0,2,5,22.17,22.17,36.520086500000005,-6.251405500000001,2,False,False,0.01815202406401477,12.74,0.0,66.0,01 - Andalucía,Cádiz,327883,76108,88118,1.1578020707415777,4,28.136856577909874,70.34214144477468,0
CA-36,Autopista libre\Autovía,1,2095.7129233208902,2095.7129233208902,823.0197159177354,823.0197159177354,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
CA-37,Multicarril,1,2029.0342325872264,2029.0342325872264,3203.161596406283,3203.161596406283,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
CO-31,Autopista libre\Autovía,1,3024.1577014006784,3024.1577014006784,340.8884946210115,340.8884946210115,0,0.0,5,13,112.0,250.0,37.8964976,-4.75330794,5,True,True,0.007632793110451772,20.79,0.0,66.0,01 - Andalucía,Córdoba,327883,76108,88118,1.1578020707415777,4,165.33529311927697,429.8717621101201,0
CO-32,Autopista libre\Autovía,2,6516.633048575383,3258.3165242876917,1682.7144504169341,2409.490599392465,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
CS-22,Autopista libre\Autovía,1,8996.638262920054,8996.638262920054,2389.635296107997,2389.635296107997,0,0.0,2,3,28.7,50.0,39.965725,-0.059986,2,True,True,0.6154090765565443,5.49,0.0,20.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,4,22.230525909250648,33.345788863875974,0
CS-22,Multicarril,1,1241.764834682141,1241.764834682141,202.2571126072803,202.2571126072803,0,0.0,3,7,223.33333333333334,320.0,39.972985666666666,-0.07235966666666667,3,True,True,0.6015600010649702,5.49,0.0,20.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,2,241.59163766043676,563.7138212076858,0
CT-31,Autopista libre\Autovía,1,2449.011493604458,2449.011493604458,6655.007360866508,6655.007360866508,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
CT-32,Autopista libre\Autovía,1,5333.630323112072,5333.630323112072,2521.036493585737,2521.036493585737,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
CT-33,Multicarril,1,2391.480777151675,2391.480777151675,1080.579616604419,1080.579616604419,0,0.0,1,2,22.0,22.0,37.597523,-0.972746,1,False,False,0.7383175648682933,27.44,0.0,132.0,01 - Andalucía,Almería,327883,76108,88118,1.1578020707415777,2,41.81509671974156,83.63019343948312,0
CT-34,Multicarril,1,8973.278904348519,8973.278904348519,2910.01533773094,2910.01533773094,0,0.0,4,28,11.0625,22.17,37.57382375,-0.926003,1,False,False,0.7771880676739911,27.44,0.0,132.0,01 - Andalucía,Almería,327883,76108,88118,1.1578020707415777,2,44.576793417861666,312.03755392503166,0
CV-80,Autopista libre\Autovía,2,18799.111995676805,9399.555997838403,4914.83963931214,7153.902117745711,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
EL-20,Autopista libre\Autovía,1,4201.004280357722,4201.004280357722,820.3304323973249,820.3304323973249,0,0.0,1,2,16.0,16.0,38.26081,-0.65899,1,False,False,1.3442845023148091,27.44,0.0,132.0,01 - Andalucía,Almería,327883,76108,88118,1.1578020707415777,4,23.803831971217335,47.60766394243467,0
EX-A1,Autopista libre\Autovía,2,99570.03440889847,49785.017204449236,12365.742661836248,15544.97628989799,0,0.0,2,6,85.0,120.0,39.971995,-6.176838,2,True,True,1.0492758386510161,13.61,4.16,66.0,11 - Extremadura,Badajoz,327883,76108,88118,1.1578020707415777,4,2.00863644556626,6.0259093366987795,0
Enlace AP-7/A-2 (El Papiol),Autopista libre\Autovía,1,2346.8796516394546,2346.8796516394546,1177.0376799694682,1177.0376799694682,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
Enlace AP-7/A-2 (Martorell),Autopista libre\Autovía,2,3993.00628351704,1996.50314175852,908.789534833465,1396.307974286922,0,0.0,3,8,22.0,22.0,41.477381333333334,1.911535,1,False,False,0.0045547409937022505,138.43,0.0,110.0,09 - Catalunya,Barcelona,327883,76108,88118,1.1578020707415777,4,75.13136186095855,200.35029829588947,0
Enlace AP-9/N-640,Autopista libre\Autovía,1,1070.9317121128258,1070.9317121128258,4320.116114035005,4320.116114035005,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
FE-11,Multicarril,1,6457.578112026716,6457.578112026716,1270.130560562272,1270.130560562272,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
FE-12,Multicarril,1,2223.981518656273,2223.981518656273,896.07412204474,896.07412204474,0,0.0,1,2,22.0,22.0,43.520977,-8.187165,1,False,False,0.30254326272001364,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,2,44.96440242921618,89.92880485843236,0
FE-13,Multicarril,1,4049.422749064157,4049.422749064157,888.7830252285961,888.7830252285961,0,0.0,9,46,65.88888888888889,150.0,43.493527,-8.205116333333333,5,True,True,0.3153102733305807,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,2,222.25390031406198,1135.9643793829835,0
FE-14,Multicarril,2,4447.559519617471,2223.7797598087354,976.3288962075137,1313.9762494856334,0,0.0,1,2,22.0,22.0,43.484993,-8.227173,1,False,False,0.3362554547810431,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,2,22.48424097730813,44.96848195461626,0
FE-15,Multicarril,1,3419.942358967457,3419.942358967457,927.1753484725268,927.1753484725268,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
GC-1,Autopista libre\Autovía,1,56885.098751097,56885.098751097,4687.122580775523,4687.122580775523,0,0.0,22,154,71.39727272727272,180.0,27.930368954545454,-15.427615818181819,9,True,True,9.539959272342738,18.6,0.0,20.0,05 - Canarias,Santa Cruz de Tenerife,327883,76108,88118,1.1578020707415777,4,38.67445162794192,270.7211613955934,0
GC-1 AM,Multicarril,2,10094.856546159943,5047.428273079971,160.50521043072092,257.4389032173958,0,0.0,33,68,29.240303030303032,150.0,28.11878172727273,-15.42345,8,True,True,9.523156748365711,18.6,0.0,20.0,05 - Canarias,Santa Cruz de Tenerife,327883,76108,88118,1.1578020707415777,2,326.8991475916824,673.6103647343758,0
GI-20,Autopista libre\Autovía,2,15922.549635462072,7961.274817731036,922.3413659529226,1284.1043397953194,0,0.0,16,46,52.879374999999996,150.0,43.3020926875,-1.9773097875,6,True,True,1.1375405606122515,1.08,0.01,45.0,15 - Navarra,Navarra,327883,76108,88118,1.1578020707415777,4,100.4864193631743,288.8984556691261,0
GI-636-K,Autopista libre\Autovía,1,2154.3320739386468,2154.3320739386468,437.9899817668132,437.9899817668132,0,0.0,1,10,22.0,22.0,43.32547,-1.835486,1,False,False,1.0245520826258743,1.08,0.01,45.0,15 - Navarra,Navarra,327883,76108,88118,1.1578020707415777,4,46.41809923814368,464.18099238143685,0
GJ-81,Autopista libre\Autovía,2,3175.1200366284593,1587.5600183142296,1007.6653998161569,1300.0740536100689,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
GR-14,Autopista libre\Autovía,1,2442.604023875386,2442.604023875386,2458.583711051716,2458.583711051716,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
GR-16,Autopista libre\Autovía,1,1889.0027794770592,1889.0027794770592,4125.512085684552,4125.512085684552,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
GR-30,Autopista libre\Autovía,2,27452.613165513103,13726.306582756552,1736.010889082705,1913.969861586318,0,0.0,35,171,50.56171428571429,250.0,37.178402628571426,-3.6210908342857144,10,True,True,0.0022525310323489073,64.4,0.0,66.0,01 - Andalucía,Granada,327883,76108,88118,1.1578020707415777,4,127.49241680193921,622.8915220894744,0
GR-43,Autopista libre\Autovía,1,10951.088215918904,10951.088215918904,2465.4078402573973,2465.4078402573973,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
H-30,Autopista libre\Autovía,1,10723.652818230752,10723.652818230752,1532.3416241370571,1532.3416241370571,0,0.0,4,12,55.542500000000004,100.0,37.2722175,-6.922378500000001,2,True,True,0.005983875146523922,40.23,1.9,66.0,01 - Andalucía,Huelva,327883,76108,88118,1.1578020707415777,4,37.300722690311254,111.90216807093375,0
H-30,Multicarril,2,8892.465374864203,4446.232687432102,3432.492196825644,4753.590954777265,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
H-31,Autopista libre\Autovía,1,6976.802630501285,6976.802630501285,3239.3431099421964,3239.3431099421964,0,0.0,2,4,41.0,60.0,37.27549,-6.925494,1,False,True,0.010493172889210872,40.23,1.9,66.0,01 - Andalucía,Huelva,327883,76108,88118,1.1578020707415777,4,28.666426526907486,57.33285305381497,0
LE-11,Autopista libre\Autovía,1,7006.018608358387,7006.018608358387,872.1377691179173,872.1377691179173,0,0.0,1,2,11.09,11.09,42.53897,-5.57427,1,False,False,0.9479071803056881,0.0,0.0,132.0,07 - C.León,León,327883,76108,88118,1.1578020707415777,4,14.273441963270987,28.546883926541973,0
LE-11,Multicarril,1,1674.638236808236,1674.638236808236,1512.4945056165068,1512.4945056165068,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
LE-20,Multicarril,1,5733.355689201972,5733.355689201972,831.1869812763512,831.1869812763512,0,0.0,5,15,38.8,50.0,42.6057994,-5.5580118800000005,3,True,True,0.95721737960744,0.0,0.0,132.0,07 - C.León,León,327883,76108,88118,1.1578020707415777,2,87.2089622734701,261.62688682041033,0
LE-30,Autopista libre\Autovía,1,9966.30085229114,9966.30085229114,951.6036142241866,951.6036142241866,0,0.0,1,1,50.0,50.0,42.572495,-5.583343,1,True,True,0.9348315559956317,0.0,0.0,132.0,07 - C.León,León,327883,76108,88118,1.1578020707415777,4,10.033813094957004,10.033813094957004,0
LL-11,Multicarril,1,8269.592505679206,8269.592505679206,2587.207239831469,2587.207239831469,0,0.0,1,4,150.0,150.0,41.617695,0.681383,1,False,True,0.014602413755647211,164.06,0.0,132.0,09 - Catalunya,Lleida,327883,76108,88118,1.1578020707415777,2,12.092494271189812,48.36997708475925,0
LL-12,Autopista libre\Autovía,1,5736.111149949476,5736.111149949476,2538.395826918508,2538.395826918508,0,0.0,1,2,22.0,22.0,41.60495,0.628606,1,False,False,0.028260473588131853,68.93,3.04,25.0,09 - Catalunya,Lleida,327883,76108,88118,1.1578020707415777,4,17.43341392554445,34.8668278510889,0
LO-20,Autopista libre\Autovía,1,18398.347734949984,18398.347734949984,179.61537043926344,179.61537043926344,0,0.0,13,33,65.64307692307692,180.0,42.456588,-2.436403,6,True,True,0.528590076414143,1.61,0.0,30.0,07 - C.León,Soria,327883,76108,88118,1.1578020707415777,4,70.65851883701957,179.36393243243432,0
LU-11,Multicarril,1,4349.294162040058,4349.294162040058,1796.358475382873,1796.358475382873,0,0.0,1,1,50.0,50.0,42.98814,-7.535613,1,True,True,0.5855574018054995,28.28,0.0,132.0,12 - Galicia,A Coruña,327883,76108,88118,1.1578020707415777,2,22.992236504208883,22.992236504208883,0
LU-12,Multicarril,1,3180.6361838854887,3180.6361838854887,1342.444966270486,1342.444966270486,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
M-11,Autopista libre\Autovía,2,8880.594273613597,4440.297136806798,1173.3793935874573,1222.1908468006543,0,0.0,6,32,44.46666666666667,120.0,40.4748845,-3.6117001666666666,5,True,True,0.8507836989587476,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,67.56304606581857,360.3362456843657,0
M-110,Multicarril,1,1362.020616551824,1362.020616551824,972.026955442506,972.026955442506,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,1
M-12,Autopista peaje,1,10801.78856624002,10801.78856624002,415.0858629750631,415.0858629750631,0,0.0,4,47,32.35,50.0,40.5013455,-3.6033,3,True,True,0.8724248385209994,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,3,37.0309044235658,435.1131269768981,0
M-13,Autopista libre\Autovía,1,2170.562972194168,2170.562972194168,1111.1722034442391,1111.1722034442391,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
M-14,Autopista libre\Autovía,2,2898.2793439081192,1449.1396719540596,305.54538108229264,409.0773511348929,0,0.0,1,16,22.0,22.0,40.45511,-3.585758,1,False,False,0.8229736745127656,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,34.503230411585264,552.0516865853642,0
M-21,Autopista libre\Autovía,1,8499.2432715666,8499.2432715666,538.4711153728188,538.4711153728188,0,0.0,20,39,70.575,300.0,40.4409708,-3.54202221,4,True,True,0.7951732125693605,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,235.3150670120018,458.8643806734035,0
M-23,Autopista libre\Autovía,1,2242.1904310845425,2242.1904310845425,1022.9443519269556,1022.9443519269556,0,0.0,3,30,17.133333333333333,22.0,40.419524,-3.6631026666666666,2,False,False,0.8212576862765487,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,133.79773450147616,1337.9773450147616,0
M-30,Autopista libre\Autovía,1,8646.647650556479,8646.647650556479,186.8660261897391,186.8660261897391,0,0.0,18,184,18.541666666666668,50.0,40.48158361111111,-3.695958294444444,9,True,True,0.8914592975200509,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,208.17316406829138,2127.992343809201,0
M-31,Autopista libre\Autovía,1,5298.666887436853,5298.666887436853,1927.1452521813765,1927.1452521813765,0,0.0,3,40,14.696666666666667,22.0,40.371741,-3.647073666666667,2,False,False,0.7713772211630836,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,56.61801475222011,754.9068633629348,0
M-40,Autopista libre\Autovía,2,62269.97712438513,31134.988562192564,2345.572012842432,4480.837253850979,0,0.0,73,207,49.01657534246576,350.0,40.428419753424656,-3.696462884931507,13,True,True,0.8445101763590431,35.95,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,117.23145466101828,332.4234399291888,0
