Carretera,Tipo_de_via,n_segments,total_length_m,mean_segment_length_m,mean_nearest_station_m,max_nearest_station_m,n_gaps,gap_ratio,n_stations,total_refill_points,mean_max_power_kw,max_max_power_kw,mean_lat,mean_lon,n_operators,has_chademo,has_ccs,nearest_grid_dist_deg,grid_capacity_occupied_mw,grid_capacity_pending_mw,max_voltage_kv,comunidad_autonoma,provincia,ev_fleet_2027,ev_registrations_2026,ev_registrations_2027,ev_growth_rate,road_type_rank,stations_per_100km,refill_points_per_100km,needs_more_stations
A-22,Autopista libre\Autovía,6,107560.21152581667,17926.701920969444,7336.244030431547,11091.864062332468,0,0.0,5,16,96.618,350.0,41.8607594,0.21740453999999998,5,True,True,0.06749691797719937,33.5,1.81,110.0,02 - Aragón,Huesca,327883,76108,88118,1.1578020707415777,4,4.648559099198031,14.875389117433699,0
A-23,Autopista libre\Autovía,18,396451.13862574165,22025.063256985646,9954.878443122081,22582.34980523711,0,0.0,14,46,111.71428571428571,320.0,40.94914264285715,-0.6890011357142857,8,True,True,0.10815072200350524,3.47,0.0,45.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,4,3.531330506081936,11.602943091412074,0
A-26,Autopista libre\Autovía,1,19995.333769674355,19995.333769674355,8205.772975892694,8205.772975892694,0,0.0,2,4,86.0,150.0,42.193335000000005,2.504341,1,False,True,0.01356562298679552,71.08000000000001,0.0,132.0,09 - Catalunya,Girona,327883,76108,88118,1.1578020707415777,4,10.00233365963249,20.00466731926498,0
A-27,Autopista libre\Autovía,2,29242.794858832345,14621.397429416173,1742.1657919697786,2448.0002040533245,0,0.0,6,18,39.72666666666667,59.0,41.1715035,1.2239351666666667,3,True,True,0.006167755312717286,204.03,0.0,66.0,09 - Catalunya,Tarragona,327883,76108,88118,1.1578020707415777,4,20.517874672939445,61.55362401881834,0
A-3,Autopista libre\Autovía,9,346746.61150379915,38527.401278199904,2537.4908702528314,7860.107304045982,0,0.0,56,196,95.04142857142857,350.0,39.86153617857143,-2.2002482910714285,18,True,True,0.15237613843179132,42.36,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,16.150121772534302,56.52542620387006,0
A-30,Autopista libre\Autovía,6,190985.69681264187,31830.949468773644,3236.4881340528736,7404.890877900807,0,0.0,31,83,73.96419354838709,350.0,38.00811816129032,-1.180936829032258,11,True,True,0.7971656000546048,27.44,0.0,132.0,01 - Andalucía,Almería,327883,76108,88118,1.1578020707415777,4,16.231582007112916,43.45875182549587,0
A-31,Autopista libre\Autovía,7,240075.39100068918,34296.484428669886,3147.132086540986,8701.22827711547,0,0.0,30,105,96.0,360.0,38.764681466666666,-1.3318158599999999,10,True,True,1.206228049373585,70.41,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,12.496074618457614,43.73626116460165,0
A-32,Autopista libre\Autovía,3,89254.83958675657,29751.613195585523,5574.854337688733,10530.175753768212,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
A-33,Autopista libre\Autovía,1,92102.25361378927,92102.25361378927,11508.16048791727,11508.16048791727,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
A-35,Autopista libre\Autovía,3,45477.68816322917,15159.229387743057,4189.768659730408,8612.31816852365,0,0.0,4,7,64.35,150.0,38.8951815,-0.721881,3,True,True,1.2334134991535275,6.89,0.0,132.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,4,8.795521851601476,15.392163240302585,0
A-38,Autopista libre\Autovía,2,27298.82334589181,13649.411672945906,1448.6379091734907,2333.615045748976,0,0.0,1,2,22.0,22.0,39.27468,-0.3808,1,False,False,0.8972819283727982,5.49,0.0,20.0,02 - Aragón,Teruel,327883,76108,88118,1.1578020707415777,4,3.6631615485012823,7.326323097002565,0
A-381,Autopista libre\Autovía,1,88458.08672238447,88458.08672238447,4954.758110225178,4954.758110225178,0,0.0,5,13,140.0,200.0,36.2349496,-5.5374148,3,True,True,0.0872814756878411,37.53,0.0,66.0,01 - Andalucía,Cádiz,327883,76108,88118,1.1578020707415777,4,5.652394467553798,14.696225615639873,0
A-4,Autopista libre\Autovía,15,583390.6450463526,38892.70966975684,3590.0477540196975,13530.78659175952,0,0.0,118,357,93.86533898305085,350.0,38.86874333898305,-4.036313103389831,21,True,True,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0
A-40,Autopista libre\Autovía,4,180002.29690100087,45000.57422525022,8785.204817140015,20711.28593254307,0,0.0,7,29,56.285714285714285,100.0,40.036398,-3.0597341428571427,4,True,True,0.19116545940558727,44.67,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,3.888839265117776,16.1109055269165,0
A-41,Autopista libre\Autovía,2,36901.64882731646,18450.82441365823,6994.658108086716,13554.526955062449,0,0.0,2,5,50.0,50.0,38.977997,-3.9133560000000003,2,True,True,0.33474918689641564,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,327883,76108,88118,1.1578020707415777,4,5.419812023465735,13.549530058664338,0
A-42,Autopista libre\Autovía,1,73134.81916375237,73134.81916375237,2001.479851859601,2001.479851859601,0,0.0,34,116,62.411764705882355,210.0,40.165462852941175,-3.8326416058823534,10,True,True,0.6714499477683071,74.26,0.0,15.0,04 - Illes Balears,Illes Balears,327883,76108,88118,1.1578020707415777,4,46.489483926763214,158.61118045601566,0
A-43,Autopista libre\Autovía,4,174133.54930687716,43533.38732671929,18506.952144447354,27114.230663275022,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
A-44,Autopista libre\Autovía,6,184449.73280271736,30741.622133786226,3443.2252961910704,5529.045049275425,0,0.0,6,21,58.166666666666664,100.0,37.24382583333334,-3.6418339166666667,5,True,True,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0
A-45,Autopista libre\Autovía,3,142242.28276132824,47414.09425377608,3746.811919435861,4084.232778893053,0,0.0,11,25,70.52363636363636,350.0,37.27427981818182,-4.534229972727273,5,True,True,0.054711387666197424,6.36,0.0,66.0,01 - Andalucía,Córdoba,327883,76108,88118,1.1578020707415777,4,7.733284215114268,17.57564594344152,0
A-45,Multicarril,2,450.3394064296674,225.1697032148337,658.4367490930003,752.8561021385013,0,0.0,1,2,22.0,22.0,36.753002,-4.42376,1,False,False,0.01599696608991531,50.4,1.14,66.0,01 - Andalucía,Málaga,327883,76108,88118,1.1578020707415777,2,222.054740429689,444.109480859378,0
A-48,Autopista libre\Autovía,1,37084.10977852845,37084.10977852845,17031.64622298514,17031.64622298514,0,0.0,0,0,0.0,0.0,,,0,False,False,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,1
