Carretera,Tipo_de_via,length_m,nearest_station_m,has_gap,segment_id,road_n_stations,road_total_refill_points,road_mean_power_kw,road_max_power_kw,road_n_operators,road_has_chademo,road_has_ccs,road_total_length_m,road_n_segments,road_n_gaps,road_gap_ratio,road_mean_nearest_m,road_max_nearest_m,road_centroid_lat,road_centroid_lon,road_min_lat,road_max_lat,road_min_lon,road_max_lon,road_span_lat,road_span_lon,nearest_grid_dist_deg,grid_capacity_occupied_mw,grid_capacity_pending_mw,max_voltage_kv,comunidad_autonoma,provincia,municipio,grid_capacity_3nearest_mw,grid_maxvoltage_3nearest_kv,ev_fleet_2027,ev_reg_2026,ev_reg_2027,ev_growth_rate,road_type_rank,road_stations_per_100km,road_refill_per_100km,is_underserved,is_desert,stations_deficit_afir,priority_score,priority_score_norm
A-4,Autopista libre\Autovía,13613.44753370663,2234.921742464556,0,186,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,30.84963533905892,0.7497910560237475
A-4,Autopista libre\Autovía,204.41030834139008,6293.111437829978,0,187,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,34.98947913149738,0.8504087072468649
A-4,Autopista libre\Autovía,306.57495142349654,6094.547201003979,0,188,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,34.86125526622881,0.8472922649845654
A-4,Autopista libre\Autovía,7675.263317181599,2403.155386893707,0,189,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,31.139815721509024,0.7568438024501911
A-4,Autopista libre\Autovía,489.0329228704099,5554.755721268737,0,190,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,34.49035894501351,0.838277742080068
A-4,Autopista libre\Autovía,3124.6773867739976,3756.492598709567,0,191,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,32.926028607548865,0.8002571663809913
A-4,Autopista libre\Autovía,38396.040995653966,2684.878656866371,0,192,118,357,93.86533898305085,350.0,21,1,1,583390.6450463526,15.0,0.0,0.0,3590.0477540196975,13530.78659175952,38.86874333898305,-4.036313103389831,36.60814,40.391205,-6.191559,-3.371398,3.7830650000000006,2.8201609999999997,0.1924651433284151,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,20.226584193962253,61.19398777325868,0,0,0,31.583052799658688,0.7676165455715318
A-40,Autopista libre\Autovía,28502.68663112688,1369.4049993355543,0,193,7,29,56.285714285714285,100.0,4,1,1,180002.29690100087,4.0,0.0,0.0,8785.204817140015,20711.28593254307,40.036398,-3.0597341428571427,39.978817,40.0791,-4.281154,-2.14794,0.10028299999999746,2.1332139999999997,0.19116545940558727,44.67,0.0,15.0,04 - Illes Balears,Illes Balears,Pollença,126.08,15.0,327883,76108,88118,1.1578020707415777,4,3.888839265117776,16.1109055269165,0,0,0,28.891446380352644,0.7021978656632935
A-40,Autopista libre\Autovía,22121.397255440977,1503.365024506798,0,194,7,29,56.285714285714285,100.0,4,1,1,180002.29690100087,4.0,0.0,0.0,8785.204817140015,20711.28593254307,40.036398,-3.0597341428571427,39.978817,40.0791,-4.281154,-2.14794,0.10028299999999746,2.1332139999999997,0.19116545940558727,44.67,0.0,15.0,04 - Illes Balears,Illes Balears,Pollença,126.08,15.0,327883,76108,88118,1.1578020707415777,4,3.888839265117776,16.1109055269165,0,0,0,29.26450471010773,0.7112649355314216
A-40,Autopista libre\Autovía,49352.445226284304,11556.763312174638,0,195,7,29,56.285714285714285,100.0,4,1,1,180002.29690100087,4.0,0.0,0.0,8785.204817140015,20711.28593254307,40.036398,-3.0597341428571427,39.978817,40.0791,-4.281154,-2.14794,0.10028299999999746,2.1332139999999997,0.19116545940558727,44.67,0.0,15.0,04 - Illes Balears,Illes Balears,Pollença,126.08,15.0,327883,76108,88118,1.1578020707415777,4,3.888839265117776,16.1109055269165,0,0,0,37.42045055359884,0.9094927323806481
A-40,Autopista libre\Autovía,80025.7677881487,20711.28593254307,0,196,7,29,56.285714285714285,100.0,4,1,1,180002.29690100087,4.0,0.0,0.0,8785.204817140015,20711.28593254307,40.036398,-3.0597341428571427,39.978817,40.0791,-4.281154,-2.14794,0.10028299999999746,2.1332139999999997,0.19116545940558727,44.67,0.0,15.0,04 - Illes Balears,Illes Balears,Pollença,126.08,15.0,327883,76108,88118,1.1578020707415777,4,3.888839265117776,16.1109055269165,0,0,0,39.75392930599769,0.9662072276652942
A-41,Autopista libre\Autovía,2481.849258224357,434.789261110983,0,197,2,5,50.0,50.0,2,1,1,36901.64882731646,2.0,0.0,0.0,6994.658108086716,13554.526955062449,38.977997,-3.9133560000000003,38.974308,38.981686,-3.917266,-3.909446,0.007378000000002771,0.00782000000000016,0.33474918689641564,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,5.419812023465735,13.549530058664338,0,0,0,24.308635121695755,0.5908140241552761
A-41,Autopista libre\Autovía,34419.7995690921,13554.526955062449,0,198,2,5,50.0,50.0,2,1,1,36901.64882731646,2.0,0.0,0.0,6994.658108086716,13554.526955062449,38.977997,-3.9133560000000003,38.974308,38.981686,-3.917266,-3.909446,0.007378000000002771,0.00782000000000016,0.33474918689641564,40.0,0.0,132.0,08 - C.La Mancha,Ciudad Real,Puertollano,156.24,132.0,327883,76108,88118,1.1578020707415777,4,5.419812023465735,13.549530058664338,0,0,0,38.058198546018026,0.9249930044408362
A-42,Autopista libre\Autovía,73134.81916375237,2001.479851859601,0,199,34,116,62.411764705882355,210.0,10,1,1,73134.81916375237,1.0,0.0,0.0,2001.479851859601,2001.479851859601,40.165462852941175,-3.8326416058823534,39.87408,40.386246,-4.025176,-3.715047,0.5121660000000006,0.3101289999999999,0.6714499477683071,74.26,0.0,15.0,04 - Illes Balears,Illes Balears,Andratx,164.02,15.0,327883,76108,88118,1.1578020707415777,4,46.489483926763214,158.61118045601566,0,0,0,30.408566469594255,0.7390710105586914
A-43,Autopista libre\Autovía,50473.25657699824,22293.995435433382,0,200,0,0,0.0,0.0,0,0,0,174133.54930687716,4.0,0.0,0.0,18506.952144447354,27114.230663275022,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,40.04847004930626,0.9733659513435525
A-43,Autopista libre\Autovía,40017.59430301476,16159.324828224058,0,201,0,0,0.0,0.0,0,0,0,174133.54930687716,4.0,0.0,0.0,18506.952144447354,27114.230663275022,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,38.76125773051803,0.9420806452702897
A-43,Autopista libre\Autovía,55283.15530743203,27114.230663275022,0,202,0,0,0.0,0.0,0,0,0,174133.54930687716,4.0,0.0,0.0,18506.952144447354,27114.230663275022,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,40.83140346436141,0.9923949111876006
A-43,Autopista libre\Autovía,28359.54311943213,8460.257650856953,0,203,0,0,0.0,0.0,0,0,0,174133.54930687716,4.0,0.0,0.0,18506.952144447354,27114.230663275022,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,36.173012400181676,0.8791741253664914
A-44,Autopista libre\Autovía,4451.679798066373,3297.878963313187,0,204,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,32.40535192661518,0.7876022771366468
A-44,Autopista libre\Autovía,33667.00442471375,2802.619876786257,0,205,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,31.754666697351585,0.7717875694479986
A-44,Autopista libre\Autovía,78228.2500485312,2555.5609012552404,0,206,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,31.38567294543379,0.762819287914819
A-44,Autopista libre\Autovía,26310.343083774973,4917.790783297069,0,207,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,34.003272014103665,0.8264392415503758
A-44,Autopista libre\Autovía,1.212368027306031,1556.4562032192423,0,208,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,29.403236521371184,0.7146367702428553
A-44,Autopista libre\Autovía,41791.24307960375,5529.045049275425,0,209,6,21,58.166666666666664,100.0,5,1,1,184449.73280271736,6.0,0.0,0.0,3443.2252961910704,5529.045049275425,37.24382583333334,-3.6418339166666667,36.974392,37.940243,-3.7916265,-3.556504,0.9658510000000007,0.23512250000000012,0.009437594356797021,36.48,0.0,66.0,01 - Andalucía,Granada,Albolote,172.88,66.0,327883,76108,88118,1.1578020707415777,4,3.2529187810846243,11.385215733796185,0,0,0,34.47180496330381,0.837826793166518
A-45,Autopista libre\Autovía,98617.86464961484,3696.8355335532856,0,210,11,25,70.52363636363636,350.0,5,1,1,142242.28276132824,3.0,0.0,0.0,3746.811919435861,4084.232778893053,37.27427981818182,-4.534229972727273,36.812946,37.6435,-4.73772,-4.429885,0.8305540000000065,0.30783500000000075,0.054711387666197424,6.36,0.0,66.0,01 - Andalucía,Córdoba,Palenciana,41.37,66.0,327883,76108,88118,1.1578020707415777,4,7.733284215114268,17.57564594344152,0,0,0,32.862011746107264,0.7987012559264242
A-45,Autopista libre\Autovía,15652.303332273972,4084.232778893053,0,211,11,25,70.52363636363636,350.0,5,1,1,142242.28276132824,3.0,0.0,0.0,3746.811919435861,4084.232778893053,37.27427981818182,-4.534229972727273,36.812946,37.6435,-4.73772,-4.429885,0.8305540000000065,0.30783500000000075,0.054711387666197424,6.36,0.0,66.0,01 - Andalucía,Córdoba,Palenciana,41.37,66.0,327883,76108,88118,1.1578020707415777,4,7.733284215114268,17.57564594344152,0,0,0,33.26053595795094,0.8083872663562129
A-45,Autopista libre\Autovía,27972.11477943944,3459.367445861245,0,212,11,25,70.52363636363636,350.0,5,1,1,142242.28276132824,3.0,0.0,0.0,3746.811919435861,4084.232778893053,37.27427981818182,-4.534229972727273,36.812946,37.6435,-4.73772,-4.429885,0.8305540000000065,0.30783500000000075,0.054711387666197424,6.36,0.0,66.0,01 - Andalucía,Córdoba,Palenciana,41.37,66.0,327883,76108,88118,1.1578020707415777,4,7.733284215114268,17.57564594344152,0,0,0,32.59652024255573,0.7922485652341227
A-45,Multicarril,50.05765025503279,752.8561021385013,0,213,1,2,22.0,22.0,1,0,0,450.3394064296674,2.0,0.0,0.0,658.4367490930003,752.8561021385013,36.753002,-4.42376,36.753002,36.753002,-4.42376,-4.42376,0.0,0.0,0.01599696608991531,50.4,1.14,66.0,01 - Andalucía,Málaga,Málaga,149.06,66.0,327883,76108,88118,1.1578020707415777,2,222.054740429689,444.109480859378,0,0,0,13.250403007648778,0.32204703733617257
A-45,Multicarril,400.2817561746346,564.0173960474993,0,214,1,2,22.0,22.0,1,0,0,450.3394064296674,2.0,0.0,0.0,658.4367490930003,752.8561021385013,36.753002,-4.42376,36.753002,36.753002,-4.42376,-4.42376,0.0,0.0,0.01599696608991531,50.4,1.14,66.0,01 - Andalucía,Málaga,Málaga,149.06,66.0,327883,76108,88118,1.1578020707415777,2,222.054740429689,444.109480859378,0,0,0,12.673713040274112,0.30803076210686087
A-48,Autopista libre\Autovía,37084.10977852845,17031.64622298514,0,215,0,0,0.0,0.0,0,0,0,37084.10977852845,1.0,0.0,0.0,17031.64622298514,17031.64622298514,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,38.97154859020262,0.947191701009591
A-49,Autopista libre\Autovía,87766.49900752468,3952.90042029376,0,216,19,62,110.52263157894735,400.0,8,1,1,132904.23542307812,2.0,0.0,0.0,2929.9820929490443,3952.90042029376,37.36810763157895,-6.229094978947368,37.331757,37.38578,-6.8012576,-6.046559,0.054022999999993715,0.7546985999999993,0.014183698817299853,25.830000000000002,0.0,66.0,01 - Andalucía,Sevilla,Benacazón,63.230000000000004,66.0,327883,76108,88118,1.1578020707415777,4,14.296007903372468,46.65013105311016,0,0,0,33.129831275458216,0.8052105285816373
A-49,Autopista libre\Autovía,45137.73641555344,1907.0637656043284,0,217,19,62,110.52263157894735,400.0,8,1,1,132904.23542307812,2.0,0.0,0.0,2929.9820929490443,3952.90042029376,37.36810763157895,-6.229094978947368,37.331757,37.38578,-6.8012576,-6.046559,0.054022999999993715,0.7546985999999993,0.014183698817299853,25.830000000000002,0.0,66.0,01 - Andalucía,Sevilla,Benacazón,63.230000000000004,66.0,327883,76108,88118,1.1578020707415777,4,14.296007903372468,46.65013105311016,0,0,0,30.215377086311385,0.7343756010307596
A-4A,Autopista libre\Autovía,3112.847945252267,1518.8795109658945,0,218,0,0,0.0,0.0,0,0,0,3112.847945252267,1.0,0.0,0.0,1518.8795109658945,1518.8795109658945,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,4,0.0,0.0,0,0,0,29.305545366387904,0.7122624162690061
A-4R2,Multicarril,1473.1293217869895,690.3554737647157,0,219,1,1,60.0,60.0,1,0,0,1473.1293217869895,1.0,0.0,0.0,690.3554737647157,690.3554737647157,37.857365,-4.792339,37.857365,37.857365,-4.792339,-4.792339,0.0,0.0,0.01041726171604377,32.6,0.0,66.0,01 - Andalucía,Córdoba,Córdoba,78.24000000000001,132.0,327883,76108,88118,1.1578020707415777,2,67.88270284288029,67.88270284288029,0,0,0,13.077308250609724,0.31784002162120345
A-5,Autopista libre\Autovía,314.95118380546904,2007.803376309762,0,220,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,30.42117795440601,0.7393775288825258
A-5,Autopista libre\Autovía,5996.07636110666,397.1741087489389,0,221,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,23.947557475181043,0.5820381411695846
A-5,Autopista libre\Autovía,18688.74270819716,1655.6713937600962,0,222,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,29.650262735179236,0.7206406676530196
A-5,Autopista libre\Autovía,40590.208484035626,6715.058774091879,0,223,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,35.24902707805161,0.8567169415840565
A-5,Autopista libre\Autovía,112920.0645201793,10921.4105157731,0,224,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,37.19428787256546,0.9039959168241128
A-5,Autopista libre\Autovía,57241.75891815767,10949.78307558672,0,225,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,37.204664985759486,0.9042481294215945
A-5,Autopista libre\Autovía,66712.87197815425,25030.23817332408,0,226,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,40.51151940309687,0.9846202258318539
A-5,Autopista libre\Autovía,23751.6286496389,2659.8677133128645,0,227,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,31.545630226375337,0.7667070012468467
A-5,Autopista libre\Autovía,4137.389931470699,210.99337944428012,0,228,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,21.426220180591844,0.5207578008373749
A-5,Autopista libre\Autovía,37385.40787992969,5885.549917674309,0,229,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,34.72170141003404,0.8439004507197149
A-5,Autopista libre\Autovía,14622.898112351477,4013.588530175453,0,230,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,33.19076055193904,0.8066913962176149
A-5,Autopista libre\Autovía,13400.302485771124,2243.7214550500503,0,231,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,30.865346876016957,0.7501729201773444
A-5,Autopista libre\Autovía,0.8938001406617491,3619.9015766380144,0,232,53,236,78.59283018867924,360.0,15,1,1,395763.1950129387,13.0,0.0,0.0,5870.058614606888,25030.23817332408,39.884012339622636,-4.850067267924528,38.839523,40.358364,-6.999273,-3.822605,1.5188410000000019,3.176668,0.539296241299905,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,59.1,132.0,327883,76108,88118,1.1578020707415777,4,13.39184660621796,59.63161885032903,0,0,0,32.777913312523324,0.7966572689348824
A-50,Autopista libre\Autovía,96055.06380578094,9861.344901116398,0,233,12,69,84.53833333333334,250.0,7,1,1,100062.34538162343,3.0,0.0,0.0,3713.0480537872863,9861.344901116398,40.94861066666667,-5.643310641666667,40.945602,40.952175,-5.65528,-5.615075,0.006572999999995943,0.04020500000000027,1.6973929632112101,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,1.25,132.0,327883,76108,88118,1.1578020707415777,4,11.992523215634936,68.95700848990087,0,0,0,36.78591695563171,0.89407058520538
A-50,Autopista libre\Autovía,2857.583134946447,944.260085489991,0,234,12,69,84.53833333333334,250.0,7,1,1,100062.34538162343,3.0,0.0,0.0,3713.0480537872863,9861.344901116398,40.94861066666667,-5.643310641666667,40.945602,40.952175,-5.65528,-5.615075,0.006572999999995943,0.04020500000000027,1.6973929632112101,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,1.25,132.0,327883,76108,88118,1.1578020707415777,4,11.992523215634936,68.95700848990087,0,0,0,27.405840449470574,0.666090662854938
A-50,Autopista libre\Autovía,1149.6984408960425,333.539174755471,0,235,12,69,84.53833333333334,250.0,7,1,1,100062.34538162343,3.0,0.0,0.0,3713.0480537872863,9861.344901116398,40.94861066666667,-5.643310641666667,40.945602,40.952175,-5.65528,-5.615075,0.006572999999995943,0.04020500000000027,1.6973929632112101,0.0,0.0,132.0,11 - Extremadura,Badajoz,Herrera del Duque,1.25,132.0,327883,76108,88118,1.1578020707415777,4,11.992523215634936,68.95700848990087,0,0,0,23.25101594830825,0.5651089100374063
A-52,Autopista libre\Autovía,232.1156165049113,5800.397149689757,0,236,6,28,165.33333333333334,320.0,5,1,1,306446.7996936821,6.0,0.0,0.0,3438.4778083036013,5800.397149689757,42.134245666666665,-7.888306333333333,41.98272,42.31748,-8.461906,-7.285478,0.33476000000000283,1.1764280000000005,0.825661161885782,9.35,0.0,50.0,12 - Galicia,Ourense,Viana do Bolo,10.6,50.0,327883,76108,88118,1.1578020707415777,4,1.9579254885342174,9.13698561315968,0,0,0,34.66341622161291,0.8424838468442878
A-52,Autopista libre\Autovía,160504.39208800034,4463.375490761532,0,237,6,28,165.33333333333334,320.0,5,1,1,306446.7996936821,6.0,0.0,0.0,3438.4778083036013,5800.397149689757,42.134245666666665,-7.888306333333333,41.98272,42.31748,-8.461906,-7.285478,0.33476000000000283,1.1764280000000005,0.825661161885782,9.35,0.0,50.0,12 - Galicia,Ourense,Viana do Bolo,10.6,50.0,327883,76108,88118,1.1578020707415777,4,1.9579254885342174,9.13698561315968,0,0,0,33.61553846335046,0.8170154948746088
A-52,Autopista libre\Autovía,68653.5730595324,3770.2726170761903,0,238,6,28,165.33333333333334,320.0,5,1,1,306446.7996936821,6.0,0.0,0.0,3438.4778083036013,5800.397149689757,42.134245666666665,-7.888306333333333,41.98272,42.31748,-8.461906,-7.285478,0.33476000000000283,1.1764280000000005,0.825661161885782,9.35,0.0,50.0,12 - Galicia,Ourense,Viana do Bolo,10.6,50.0,327883,76108,88118,1.1578020707415777,4,1.9579254885342174,9.13698561315968,0,0,0,32.94067115076507,0.8006130489650246
A-52,Autopista libre\Autovía,10883.279415726198,2782.89468554822,0,239,6,28,165.33333333333334,320.0,5,1,1,306446.7996936821,6.0,0.0,0.0,3438.4778083036013,5800.397149689757,42.134245666666665,-7.888306333333333,41.98272,42.31748,-8.461906,-7.285478,0.33476000000000283,1.1764280000000005,0.825661161885782,9.35,0.0,50.0,12 - Galicia,Ourense,Viana do Bolo,10.6,50.0,327883,76108,88118,1.1578020707415777,4,1.9579254885342174,9.13698561315968,0,0,0,31.726424769087682,0.7711011579237
