Carretera,Tipo_de_via,length_m,nearest_station_m,has_gap,segment_id,road_n_stations,road_total_refill_points,road_mean_power_kw,road_max_power_kw,road_n_operators,road_has_chademo,road_has_ccs,road_total_length_m,road_n_segments,road_n_gaps,road_gap_ratio,road_mean_nearest_m,road_max_nearest_m,road_centroid_lat,road_centroid_lon,road_min_lat,road_max_lat,road_min_lon,road_max_lon,road_span_lat,road_span_lon,nearest_grid_dist_deg,grid_capacity_occupied_mw,grid_capacity_pending_mw,max_voltage_kv,comunidad_autonoma,provincia,municipio,grid_capacity_3nearest_mw,grid_maxvoltage_3nearest_kv,ev_fleet_2027,ev_reg_2026,ev_reg_2027,ev_growth_rate,road_type_rank,road_stations_per_100km,road_refill_per_100km,is_underserved,is_desert,stations_deficit_afir,priority_score,priority_score_norm
TO-23,Multicarril,7527.979244750741,74.82226852190453,0,0,12,45,83.45,250.0,7,1,1,7527.979244750741,1.0,0.0,0.0,74.82226852190453,74.82226852190453,39.864278,-3.97200125,39.862125,39.86924,-3.980628,-3.959182,0.007114999999998872,0.021445999999999632,0.5080585843395794,74.26,0.0,15.0,04 - Illes Balears,Illes Balears,Andratx,169.22,15.0,327883,76108,88118,1.1578020707415777,2,159.40532790878243,597.7699796579341,0,0,0,8.65678405895159,0.21040051819065878
AP-7S,Autopista peaje,22078.044641377943,1902.1550646717544,0,1,3,4,27.333333333333332,30.0,2,1,1,90062.22450337403,5.0,0.0,0.0,3104.503662057194,4269.02398987149,36.546675666666665,-4.760377133333333,36.41467,36.613167,-5.2251544,-4.52731,0.19849699999999615,0.6978444000000001,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,Marbella,146.49,66.0,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0,0,0,22.653805044906463,0.5505938796647918
AP-7S,Autopista peaje,24146.013099683783,3027.7874808548186,0,2,3,4,27.333333333333332,30.0,2,1,1,90062.22450337403,5.0,0.0,0.0,3104.503662057194,4269.02398987149,36.546675666666665,-4.760377133333333,36.41467,36.613167,-5.2251544,-4.52731,0.19849699999999615,0.6978444000000001,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,Marbella,146.49,66.0,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0,0,0,24.047752941235366,0.5844733616665525
AP-7S,Autopista peaje,28323.85269677033,4269.02398987149,0,3,3,4,27.333333333333332,30.0,2,1,1,90062.22450337403,5.0,0.0,0.0,3104.503662057194,4269.02398987149,36.546675666666665,-4.760377133333333,36.41467,36.613167,-5.2251544,-4.52731,0.19849699999999615,0.6978444000000001,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,Marbella,146.49,66.0,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0,0,0,25.078124173331314,0.6095162228128418
AP-7S,Autopista peaje,11492.490960125377,4014.9361942124256,0,4,3,4,27.333333333333332,30.0,2,1,1,90062.22450337403,5.0,0.0,0.0,3104.503662057194,4269.02398987149,36.546675666666665,-4.760377133333333,36.41467,36.613167,-5.2251544,-4.52731,0.19849699999999615,0.6978444000000001,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,Marbella,146.49,66.0,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0,0,0,24.894077320050116,0.6050430197113179
AP-7S,Autopista peaje,4021.823105416602,2308.6155806754828,0,5,3,4,27.333333333333332,30.0,2,1,1,90062.22450337403,5.0,0.0,0.0,3104.503662057194,4269.02398987149,36.546675666666665,-4.760377133333333,36.41467,36.613167,-5.2251544,-4.52731,0.19849699999999615,0.6978444000000001,0.0487155257344922,46.33,0.01,66.0,01 - Andalucía,Málaga,Marbella,146.49,66.0,327883,76108,88118,1.1578020707415777,3,3.3310303143662745,4.441373752488366,0,0,0,23.23450912312584,0.5647077166440617
N-4,Carretera convencional,4868.842576163149,1800.403538770027,0,6,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,7.496321383803151,0.18219582386890623
N-4,Carretera convencional,2138.747892252916,216.96566682086237,0,7,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,5.384337558738557,0.1308646957989638
N-4,Carretera convencional,8686.597009278476,10427.906817091136,0,8,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,9.252336731101062,0.22487524575424037
N-4,Carretera convencional,12810.96293858887,4184.225556139132,0,9,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,8.339315877800763,0.2026845500703601
N-4,Carretera convencional,5806.012828083931,12071.65529431653,0,10,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,9.398698281141172,0.22843251895892241
N-4,Multicarril,2853.867449216257,1590.1352138206605,0,11,0,0,0.0,0.0,0,0,0,5978.075981831608,3.0,0.0,0.0,4499.404278818646,6792.575770182877,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,0,0,0,14.744406022829311,0.35835832873858975
N-4,Multicarril,1799.5783636988456,6792.575770182877,0,12,0,0,0.0,0.0,0,0,0,5978.075981831608,3.0,0.0,0.0,4499.404278818646,6792.575770182877,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,0,0,0,17.64746540987482,0.42891630907090783
N-4,Carretera convencional,62781.28842106909,1144.2229822357976,0,13,3,10,87.02,140.0,3,1,1,97092.45166543643,6.0,0.0,0.0,4974.2299758955805,12071.65529431653,38.06409733333333,-4.309422333333333,37.1612,38.51557,-5.9388,-3.494726,1.3543699999999959,2.4440739999999996,0.07514231055355075,36.84,0.0,66.0,01 - Andalucía,Córdoba,Villa del Río,45.1,66.0,327883,76108,88118,1.1578020707415777,1,3.0898385492803024,10.299461830934343,0,0,0,7.043354641338869,0.17118660419926812
N-4,Multicarril,1324.6301689165057,5115.501852452402,0,14,0,0,0.0,0.0,0,0,0,5978.075981831608,3.0,0.0,0.0,4499.404278818646,6792.575770182877,,,,,,,,,,,,,,,,,,327883,76108,88118,1.1578020707415777,2,0.0,0.0,0,0,0,17.080452505162704,0.41513523192265006
A-7S,Autopista libre\Autovía,71159.6285923375,6130.069400125705,0,15,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,34.88449786897143,0.8478571694141833
A-7S,Autopista libre\Autovía,37540.93396802612,5433.542404257071,0,16,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,34.402122407047386,0.8361331797131432
A-7S,Autopista libre\Autovía,3504.489243176685,4364.550163734804,0,17,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,33.52599800053257,0.8148392410085515
A-7S,Autopista libre\Autovía,11926.49455002844,1636.6757896784486,0,18,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,29.604133256891725,0.7195195046357301
A-7S,Autopista libre\Autovía,64779.042805519406,981.8640489829952,0,19,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,27.5618832337157,0.669883235528752
A-7S,Autopista libre\Autovía,13676.573227656314,5950.95226435882,0,20,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,34.765898225519045,0.8449746409521495
A-7S,Autopista libre\Autovía,4588.981198384145,2810.73934866039,0,21,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,31.76623422449524,0.7720687146964691
A-7S,Autopista libre\Autovía,5.550584956539417,4826.519316708552,0,22,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,33.92835206273727,0.8246183347929745
A-7S,Autopista libre\Autovía,23148.00342486353,9138.735001299863,0,23,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,36.4815466829386,0.8866729577885054
A-7S,Autopista libre\Autovía,3506.138672097712,5851.967365115127,0,24,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,34.69881621408895,0.8433442329542084
A-7S,Autopista libre\Autovía,10160.600382124949,3187.20435540892,0,25,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,32.26885255720562,0.7842847012492394
A-7S,Autopista libre\Autovía,76017.80624579535,1373.0178862387083,0,26,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,28.901977961354188,0.702453832554116
A-7S,Autopista libre\Autovía,1474.814064563291,798.1172556573512,0,27,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,26.734030752048238,0.6497625313570746
A-7S,Autopista libre\Autovía,4.225675881050441,1461.808421923442,0,28,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,29.152453774631116,0.708541571435993
A-7S,Autopista libre\Autovía,21470.321769720296,3707.4110674981953,0,29,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,32.873435120674465,0.7989788975901249
A-7S,Autopista libre\Autovía,31492.564209624143,2110.7001701704435,0,30,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,30.620994679467064,0.7442340139478467
A-7S,Autopista peaje,5322.812053093038,1660.228671374279,0,31,5,17,54.4,90.0,3,1,1,7910.138523538258,2.0,0.0,0.0,1119.284394534849,1660.228671374279,36.484954599999995,-4.9900896,36.4314,36.51966,-5.160388,-4.880822,0.08826000000000533,0.279566,0.024023377423308675,70.43,38.42,66.0,01 - Andalucía,Málaga,Marbella,147.31,66.0,327883,76108,88118,1.1578020707415777,3,63.21001819527513,214.91406186393544,0,0,0,22.245938313129514,0.5406808021137972
A-7S,Autopista libre\Autovía,450.8306109820343,1894.508600000263,0,32,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,30.18896988803079,0.7337337820637663
A-7S,Autopista libre\Autovía,22389.95627299786,1033.932853954363,0,33,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,27.768367312754226,0.6749017686158633
A-7S,Autopista peaje,2587.3264704452195,578.3401176954189,0,34,5,17,54.4,90.0,3,1,1,7910.138523538258,2.0,0.0,0.0,1119.284394534849,1660.228671374279,36.484954599999995,-4.9900896,36.4314,36.51966,-5.160388,-4.880822,0.08826000000000533,0.279566,0.024023377423308675,70.43,38.42,66.0,01 - Andalucía,Málaga,Marbella,147.31,66.0,327883,76108,88118,1.1578020707415777,3,63.21001819527513,214.91406186393544,0,0,0,19.08566918317551,0.4638714167766756
A-7S,Multicarril,20452.48522382688,546.1815771749557,0,35,9,30,70.66666666666667,250.0,6,1,1,26345.492144793985,3.0,0.0,0.0,332.0780281436465,546.1815771749557,36.257804444444446,-5.342828888888889,36.134953,36.40881,-5.462257,-5.186244,0.2738569999999996,0.27601299999999984,0.0011522986893512238,4.8,0.0,66.0,01 - Andalucía,Cádiz,San Roque,65.79,66.0,327883,76108,88118,1.1578020707415777,2,34.161441929178196,113.87147309726065,0,0,0,12.609561396596302,0.3064715758108094
A-7S,Autopista libre\Autovía,22153.61227818833,3710.481890915045,0,36,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,32.876746029453756,0.7990593682265761
A-7S,Autopista libre\Autovía,3.9131377548956334,685.240544560512,0,37,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,26.124912857242478,0.6349581051598181
A-7S,Autopista libre\Autovía,2190.847767877322,571.1665869694966,0,38,86,212,72.0796511627907,350.0,15,1,1,421645.3286825559,21.0,0.0,0.0,3221.8668922008815,9138.735001299863,36.61979268604651,-4.173906974418604,36.181152,37.43446,-5.4414997,-1.897869,1.253308000000004,3.5436306999999996,0.1252176627691642,45.92,0.0,132.0,01 - Andalucía,Málaga,Rincón de la Victoria,149.69,132.0,327883,76108,88118,1.1578020707415777,4,20.396289049071104,50.27922416747761,0,0,0,25.397720739757986,0.6172839206935108
A-7S,Multicarril,138.6743689648876,195.45922155208527,0,39,9,30,70.66666666666667,250.0,6,1,1,26345.492144793985,3.0,0.0,0.0,332.0780281436465,546.1815771749557,36.257804444444446,-5.342828888888889,36.134953,36.40881,-5.462257,-5.186244,0.2738569999999996,0.27601299999999984,0.0011522986893512238,4.8,0.0,66.0,01 - Andalucía,Cádiz,San Roque,65.79,66.0,327883,76108,88118,1.1578020707415777,2,34.161441929178196,113.87147309726065,0,0,0,10.560909771730575,0.25667971771101455
A-7S,Multicarril,5754.332552002219,254.59328570389857,0,40,9,30,70.66666666666667,250.0,6,1,1,26345.492144793985,3.0,0.0,0.0,332.0780281436465,546.1815771749557,36.257804444444446,-5.342828888888889,36.134953,36.40881,-5.462257,-5.186244,0.2738569999999996,0.27601299999999984,0.0011522986893512238,4.8,0.0,66.0,01 - Andalucía,Cádiz,San Roque,65.79,66.0,327883,76108,88118,1.1578020707415777,2,34.161441929178196,113.87147309726065,0,0,0,11.087174906788519,0.26947043264254517
GR-30,Autopista libre\Autovía,27450.48519373832,1913.969861586318,0,41,35,171,50.56171428571429,250.0,10,1,1,27452.613165513103,2.0,0.0,0.0,1736.010889082705,1913.969861586318,37.178402628571426,-3.6210908342857144,37.085808,37.232986,-3.649455,-3.6048,0.1471779999999967,0.04465500000000011,0.0022525310323489073,64.4,0.0,66.0,01 - Andalucía,Granada,Granada,120.04,66.0,327883,76108,88118,1.1578020707415777,4,127.49241680193921,622.8915220894744,0,0,0,30.22982865366349,0.7347268420041793
GR-30,Autopista libre\Autovía,2.1279717747807028,1558.051916579092,0,42,35,171,50.56171428571429,250.0,10,1,1,27452.613165513103,2.0,0.0,0.0,1736.010889082705,1913.969861586318,37.178402628571426,-3.6210908342857144,37.085808,37.232986,-3.649455,-3.6048,0.1471779999999967,0.04465500000000011,0.0022525310323489073,64.4,0.0,66.0,01 - Andalucía,Granada,Granada,120.04,66.0,327883,76108,88118,1.1578020707415777,4,127.49241680193921,622.8915220894744,0,0,0,29.40733267883449,0.7147363261110623
N-3,Carretera convencional,12006.317364212407,5605.977485716044,0,43,16,35,111.0,350.0,6,1,1,135595.96975813564,4.0,0.0,0.0,4898.446090395337,5605.977485716044,39.565004875,-1.56141626875,39.429295,40.29418,-3.4263823,-0.779574,0.8648849999999939,2.6468083,0.3834333514058208,70.41,0.0,15.0,04 - Illes Balears,Illes Balears,Maó-Mahón,169.5,15.0,327883,76108,88118,1.1578020707415777,1,11.79976073664978,25.811976611421397,0,0,0,8.631767080726997,0.20979248810163556
N-3,Carretera convencional,99933.3789423161,3653.25956734802,0,44,16,35,111.0,350.0,6,1,1,135595.96975813564,4.0,0.0,0.0,4898.446090395337,5605.977485716044,39.565004875,-1.56141626875,39.429295,40.29418,-3.4263823,-0.779574,0.8648849999999939,2.6468083,0.3834333514058208,70.41,0.0,15.0,04 - Illes Balears,Illes Balears,Maó-Mahón,169.5,15.0,327883,76108,88118,1.1578020707415777,1,11.79976073664978,25.811976611421397,0,0,0,8.203648770908691,0.19938720207171123
N-3,Carretera convencional,11170.558135370316,5379.144874266674,0,45,16,35,111.0,350.0,6,1,1,135595.96975813564,4.0,0.0,0.0,4898.446090395337,5605.977485716044,39.565004875,-1.56141626875,39.429295,40.29418,-3.4263823,-0.779574,0.8648849999999939,2.6468083,0.3834333514058208,70.41,0.0,15.0,04 - Illes Balears,Illes Balears,Maó-Mahón,169.5,15.0,327883,76108,88118,1.1578020707415777,1,11.79976073664978,25.811976611421397,0,0,0,8.590470581095627,0.2087887891687835
N-3,Carretera convencional,12485.71531623683,4955.402434250607,0,46,16,35,111.0,350.0,6,1,1,135595.96975813564,4.0,0.0,0.0,4898.446090395337,5605.977485716044,39.565004875,-1.56141626875,39.429295,40.29418,-3.4263823,-0.779574,0.8648849999999939,2.6468083,0.3834333514058208,70.41,0.0,15.0,04 - Illes Balears,Illes Balears,Maó-Mahón,169.5,15.0,327883,76108,88118,1.1578020707415777,1,11.79976073664978,25.811976611421397,0,0,0,8.508435440875017,0.20679494989836625
A-1,Autopista libre\Autovía,631.7364587405593,611.9248107317774,0,47,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,25.672969082212205,0.6239737484042531
A-1,Autopista libre\Autovía,9272.366058106689,217.2317197021437,0,48,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,21.542229730751206,0.5235773778653309
A-1,Autopista libre\Autovía,29361.0721882003,1785.723660194612,0,49,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,29.95255545700248,0.7279878008243854
A-1,Autopista libre\Autovía,48331.4314293498,11564.361364434382,0,50,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,37.42307928224671,0.9095566228353399
A-1,Autopista libre\Autovía,57659.53682174598,11378.064068832738,0,51,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,37.35812184314431,0.9079778519252175
A-1,Autopista libre\Autovía,86246.44917512918,3154.857515438658,0,52,88,358,91.79920454545454,560.0,21,1,1,374960.19509611255,20.0,0.0,0.0,3834.2954196806363,11866.38571017738,41.814651375,-3.083405435227273,40.502323,43.25799,-3.752322,-2.018205,2.7556670000000025,1.734117,0.5734272957961725,7.19,0.0,45.0,07 - C.León,Soria,"Rábanos, Los",9.26,45.0,327883,76108,88118,1.1578020707415777,4,23.46915783352502,95.47680118638588,0,0,0,32.228062134988754,0.7832933023748769
